TERR,LIB_TERR,periode,periode_milieu,periode_nb_annees,POPULATION_debut,POPULATION_fin,DECES,NAISSANCES,EVOL_DEMO_TOT,EVOL_DEMO_SN,EVOL_DEMO_SMA,TX_EVOL_DEMO_AN_TOT,TX_EVOL_DEMO_AN_SN,TX_EVOL_DEMO_AN_SMA,NIV_TERR
53,Mayenne,1982_1990,1986,8,271784,278037,20820,30538,6253,9718,-3465,0.00284736671865082,0.00442518947254897,-0.00157782275389815,DEP
53,Mayenne,1990_1999,1994.5,9,278037,285338,22746,31751,7301,9005,-1704,0.00288417838690247,0.0035573245273328,-0.000673146140430326,DEP
53,Mayenne,1999_2010,2004.5,11,285338,306337,28823,43362,20999,14539,6460,0.00647646039904637,0.00448408294403234,0.00199237745501403,DEP
54,Meurthe-et-Moselle,2010_2015,2012.5,5,732207,734403,31769,41754,2196,9985,-7789,0.000599112075065689,0.00272410476754595,-0.00212499269248026,DEP
54,Meurthe-et-Moselle,1968_1975,1971.5,7,705554,722693,48702,88960,17139,40258,-23119,0.00343462808089035,0.00806763856003755,-0.0046330104791472,DEP
54,Meurthe-et-Moselle,1975_1982,1978.5,7,722693,716964,48161,76524,-5729,28363,-34092,-0.0011363370520826,0.00562575105746533,-0.00676208810954793,DEP
54,Meurthe-et-Moselle,1982_1990,1986,8,716964,711943,52243,82031,-5021,29788,-34809,-0.00087808651952237,0.00520940873203194,-0.00608749525155431,DEP
54,Meurthe-et-Moselle,1990_1999,1994.5,9,711943,713779,56048,79766,1836,23718,-21882,0.000286211905274447,0.0036973714429735,-0.00341115953769905,DEP
54,Meurthe-et-Moselle,1999_2010,2004.5,11,713779,732207,68204,94453,18428,26249,-7821,0.00231994785616596,0.00330455346627416,-0.000984605610108203,DEP
55,Meuse,2010_2015,2012.5,5,193923,190626,9768,10445,-3297,677,-3974,-0.00342368175193375,0.000703012601170503,-0.00412669435310425,DEP
55,Meuse,1968_1975,1971.5,7,209372,203799,17226,24659.2028536997,-5573,7433.20285369969,-13006.2028536997,-0.00384663412045361,0.0051305960382728,-0.00897723015872641,DEP
55,Meuse,1975_1982,1978.5,7,203799,199983,16807,20475.4536245267,-3816,3668.45362452668,-7484.45362452668,-0.0026966220037894,0.00259235659428187,-0.00528897859807126,DEP
55,Meuse,1982_1990,1986,8,199983,196223,17107,22433.6537552888,-3760,5326.65375528876,-9086.65375528876,-0.00236976208935491,0.00335715482244768,-0.00572691691180259,DEP
55,Meuse,1990_1999,1994.5,9,196223,192198,18396,21216,-4025,2820,-6845,-0.00230020345992832,0.00161157111975102,-0.00391177457967934,DEP
55,Meuse,1999_2010,2004.5,11,192198,193923,21809,24974,1725,3165,-1440,0.000812610207421072,0.00149096307622475,-0.000678352868803677,DEP
56,Morbihan,2010_2015,2012.5,5,721657,744813,38166,39032,23156,866,22290,0.00633663675233165,0.000236980800981137,0.00609965595135051,DEP
56,Morbihan,1968_1975,1971.5,7,540474,563588,47518,66512,23114,18994,4120,0.0060003526812864,0.00493080811751986,0.00106954456376655,DEP
56,Morbihan,1975_1982,1978.5,7,563588,590889,47528,59171,27301,11643,15658,0.0067806990311281,0.00289175044208727,0.00388894858904083,DEP
56,Morbihan,1982_1990,1986,8,590889,619838,54138,65145,28949,11007,17942,0.00599665475961797,0.00228005039687433,0.00371660436274364,DEP
56,Morbihan,1990_1999,1994.5,9,619838,643873,59127,66199,24035,7072,16963,0.00423598520862711,0.00124638599523241,0.0029895992133947,DEP
56,Morbihan,1999_2010,2004.5,11,643873,721657,76742,87213,77784,10471,67313,0.0104219757478696,0.00140296858037569,0.00901900716749393,DEP
57,Moselle,2010_2015,2012.5,5,1045066,1044486,45895,57715,-580,11820,-12400,-0.000111022423523566,0.00226256042422163,-0.0023735828477452,DEP
57,Moselle,1968_1975,1971.5,7,971314,1006373,62371,123890,35059,61519,-26460,0.00507831735095743,0.00891106435190821,-0.00383274700095079,DEP
57,Moselle,1975_1982,1978.5,7,1006373,1007189,63104,104659,816,41555,-40739,0.000115792991624009,0.00589678647908784,-0.00578099348746383,DEP
57,Moselle,1982_1990,1986,8,1007189,1011302,69927,118573,4113,48646,-44533,0.000509545681113499,0.00602658867090865,-0.00551704298979515,DEP
57,Moselle,1990_1999,1994.5,9,1011302,1023447,76507,112967,12145,36460,-24315,0.00132729475531557,0.00398461644946938,-0.00265732169415381,DEP
57,Moselle,1999_2010,2004.5,11,1023447,1045066,96782,131742,21619,34960,-13341,0.00190214311394143,0.00307594815964626,-0.00117380504570483,DEP
58,Nièvre,2010_2015,2012.5,5,219584,211747,14751,9574,-7837,-5177,-2660,-0.00724218436633051,-0.00478407406718043,-0.00245811029915008,DEP
58,Nièvre,1968_1975,1971.5,7,247702,245212,24345,23293,-2490,-1052,-1438,-0.00144228294315552,-0.000609350062730764,-0.000832932880424751,DEP
58,Nièvre,1975_1982,1978.5,7,245212,239635,24410,19718,-5577,-4692,-885,-0.00328120648571162,-0.00276052014182516,-0.000520686343886459,DEP
58,Nièvre,1982_1990,1986,8,239635,233278,26617,20895,-6357,-5722,-635,-0.00335511609847849,-0.00301997393668302,-0.000335142161795477,DEP
58,Nièvre,1990_1999,1994.5,9,233278,225198,28152,20428,-8080,-7724,-356,-0.00390910173193759,-0.00373686903186707,-0.000172232700070518,DEP
58,Nièvre,1999_2010,2004.5,11,225198,219584,32392,23603,-5614,-8789,3175,-0.00229238373828478,-0.00358884230063856,0.00129645856235379,DEP
59,Nord,2010_2015,2012.5,5,2576770,2605238,110078,182171,28468,72093,-43625,0.00219988764506884,0.0055710446816056,-0.00337115703653675,DEP
59,Nord,1968_1975,1971.5,7,2418847,2511478,192646,333036,92631,140390,-47759,0.00538307181751829,0.00815849394329537,-0.00277542212577707,DEP
59,Nord,1975_1982,1978.5,7,2511478,2520526,189565,304918,9048,115353,-106305,0.000513872764067447,0.00655136659521134,-0.00603749383114389,DEP
59,Nord,1982_1990,1986,8,2520526,2531855,198022,336921,11329,138899,-127570,0.0005607353731516,0.00687488592068003,-0.00631415054752843,DEP
59,Nord,1990_1999,1994.5,9,2531855,2555020,203853,330885,23165,127032,-103867,0.00101249175229823,0.00555229234957688,-0.00453980059727866,DEP
59,Nord,1999_2010,2004.5,11,2555020,2576770,242147,402585,21750,160438,-138688,0.000770899281709925,0.00568650753834377,-0.00491560825663384,DEP
60,Oise,2010_2015,2012.5,5,803595,821552,31197,54549,17957,23352,-5395,0.00442974713070732,0.00576062009223575,-0.00133087296152843,DEP
60,Oise,1968_1975,1971.5,7,540988,606320,40232,74825,65332,34593,30739,0.016420617854398,0.00869464325961533,0.00772597459478264,DEP
60,Oise,1975_1982,1978.5,7,606320,661781,40184,69663,55461,29479,25982,0.0125823262506157,0.006687841826543,0.00589448442407273,DEP
60,Oise,1982_1990,1986,8,661781,725603,46170,84764,63822,38594,25228,0.0115750215393846,0.00699956725409748,0.00457545428528713,DEP
60,Oise,1990_1999,1994.5,9,725603,766441,51977,95381,40838,43404,-2566,0.00610239853963135,0.00648583442416766,-0.000383435884536315,DEP
60,Oise,1999_2010,2004.5,11,766441,803595,65593,120222,37154,54629,-17475,0.00431269929287281,0.0063411328435794,-0.00202843355070658,DEP
61,Orne,2010_2015,2012.5,5,291642,286618,16200,14874,-5024,-1326,-3698,-0.00346930878479534,-0.000915665495350045,-0.0025536432894453,DEP
61,Orne,1968_1975,1971.5,7,288503,293523,22450,34751,5020,12301,-7281,0.00246739849480715,0.00604610933956628,-0.00357871084475913,DEP
61,Orne,1975_1982,1978.5,7,293523,295472,21692,30190,1949,8498,-6549,0.00094588663173889,0.00412424042920323,-0.00317835379746434,DEP
61,Orne,1982_1990,1986,8,295472,293204,24336,31159,-2268,6823,-9091,-0.000962719440408932,0.00289622343117731,-0.00385894287158625,DEP
61,Orne,1990_1999,1994.5,9,293204,292337,26808,31071,-867,4263,-5130,-0.000328986549766319,0.00161761206649806,-0.00194659861626438,DEP
61,Orne,1999_2010,2004.5,11,292337,291642,33319,36555,-695,3236,-3931,-0.000216360563426887,0.00100739968812864,-0.00122376025155553,DEP
62,Pas-de-Calais,2010_2015,2012.5,5,1461387,1472648,71065,96384,11261,25319,-14058,0.00153641028572804,0.00345443317861187,-0.00191802289288383,DEP
62,Pas-de-Calais,1968_1975,1971.5,7,1397099,1402295,106622,181796,5196,75174,-69978,0.00053046011102853,0.00767452047468413,-0.0071440603636556,DEP
62,Pas-de-Calais,1975_1982,1978.5,7,1402295,1412413,108211,158902,10118,50691,-40573,0.00102758604054354,0.00514818778228825,-0.00412060174174471,DEP
62,Pas-de-Calais,1982_1990,1986,8,1412413,1433203,117408,181671,20790,64263,-43473,0.00182819542065271,0.00565104965451685,-0.00382285423386413,DEP
62,Pas-de-Calais,1990_1999,1994.5,9,1433203,1441568,124867,174680,8365,49813,-41448,0.000646832484059834,0.00385184298009235,-0.00320501049603252,DEP
62,Pas-de-Calais,1999_2010,2004.5,11,1441568,1461387,153916,215682,19819,61766,-41947,0.00124209573441703,0.0038709967774359,-0.00262890104301887,DEP
63,Puy-de-Dôme,2010_2015,2012.5,5,632311,647501,30334,34499,15190,4165,11025,0.00475908388928059,0.00130491009867371,0.00345417379060688,DEP
63,Puy-de-Dôme,1968_1975,1971.5,7,547743,580033,45732,62571,32290,16839,15451,0.00821625533498804,0.00428471736097441,0.00393153797401363,DEP
63,Puy-de-Dôme,1975_1982,1978.5,7,580033,594365,45153,54018,14332,8865,5467,0.00349303078971475,0.00216059991283988,0.00133243087687486,DEP
63,Puy-de-Dôme,1982_1990,1986,8,594365,598213,49405,56683,3848,7278,-3430,0.000806984068976391,0.00152630718659308,-0.000719323117616689,DEP
63,Puy-de-Dôme,1990_1999,1994.5,9,598213,604266,53724,55961,6053,2237,3816,0.00111925039567851,0.00041364003554152,0.000705610360136986,DEP
63,Puy-de-Dôme,1999_2010,2004.5,11,604266,632311,65180,73426,28045,8246,19799,0.00413277677275614,0.00121514984019066,0.00291762693256548,DEP
64,Pyrénées-Atlantiques,2010_2015,2012.5,5,653515,670032,33129,32284,16517,-845,17362,0.00500447803957704,-0.000256026151446546,0.00526050419102359,DEP
64,Pyrénées-Atlantiques,1968_1975,1971.5,7,508734,534748,41834,53156,26014,11322,14692,0.00714977003360984,0.00311177428771164,0.0040379957458982,DEP
64,Pyrénées-Atlantiques,1975_1982,1978.5,7,534748,555696,43231,45462,20948,2231,18717,0.00550449066315295,0.00058623824085804,0.00491825242229491,DEP
64,Pyrénées-Atlantiques,1982_1990,1986,8,555696,578516,51289,51172,22820,-117,22937,0.00504327745876165,-2.58572945957543e-05,0.00506913475335741,DEP
64,Pyrénées-Atlantiques,1990_1999,1994.5,9,578516,600018,57588,55194,21502,-2394,23896,0.00406305980148125,-0.000452374903020469,0.00451543470450172,DEP
64,Pyrénées-Atlantiques,1999_2010,2004.5,11,600018,653515,70538,71010,53497,472,53025,0.00779438578675706,6.87692784894356e-05,0.00772561650826763,DEP
65,Hautes-Pyrénées,2010_2015,2012.5,5,229458,228582,13425,10628,-876,-2797,1921,-0.000764707085160743,-0.00244165036209429,0.00167694327693355,DEP
65,Hautes-Pyrénées,1968_1975,1971.5,7,225730,227222,19522,21434,1492,1912,-420,0.000941574195725936,0.00120662859398659,-0.000265054398260652,DEP
65,Hautes-Pyrénées,1975_1982,1978.5,7,227222,227922,19184,16787,700,-2397,3097,0.000439518276270201,-0.00150503615459953,0.00194455443086973,DEP
65,Hautes-Pyrénées,1982_1990,1986,8,227922,224759,21193,18773,-3163,-2420,-743,-0.00174531867139405,-0.00133533708023193,-0.000409981591162117,DEP
65,Hautes-Pyrénées,1990_1999,1994.5,9,224759,222368,23573,19779,-2391,-3794,1403,-0.00118763308406045,-0.00188451690544765,0.000696883821387205,DEP
65,Hautes-Pyrénées,1999_2010,2004.5,11,222368,229458,28956,24127,7090,-4829,11919,0.00285737809814757,-0.00194616062566355,0.00480353872381112,DEP
66,Pyrénées-Orientales,2010_2015,2012.5,5,448543,471038,25518,24369,22495,-1149,23644,0.00983489139650273,-0.000502346753259908,0.0103372381497626,DEP
66,Pyrénées-Orientales,1968_1975,1971.5,7,281976,299506,25894,25964,17530,70,17460,0.00865329513854563,3.45539452195205e-05,0.0086187411933261,DEP
66,Pyrénées-Orientales,1975_1982,1978.5,7,299506,334557,28525,24256,35051,-4269,39320,0.0159360482673143,-0.00194091438341744,0.0178769626507318,DEP
66,Pyrénées-Orientales,1982_1990,1986,8,334557,363796,33604,31233,29239,-2371,31610,0.0105282867464653,-0.000853742189400092,0.0113820289358654,DEP
66,Pyrénées-Orientales,1990_1999,1994.5,9,363796,392803,40120,36013,29007,-4107,33114,0.0085603142770323,-0.00121202505380672,0.00977233933083902,DEP
66,Pyrénées-Orientales,1999_2010,2004.5,11,392803,448543,52620,49233,55740,-3387,59127,0.0121363585768541,-0.000737456880154377,0.0128738154570085,DEP
67,Bas-Rhin,2010_2015,2012.5,5,1095905,1116658,42779,65576,20753,22797,-2044,0.0037590054070904,0.00412923655690454,-0.000370231149814136,DEP
67,Bas-Rhin,1968_1975,1971.5,7,827367,882121,66361,100690,54754,34329,20425,0.00919643912403623,0.00576587205846221,0.00343056706557402,DEP
67,Bas-Rhin,1975_1982,1978.5,7,882121,915676,65178,88415,33555,23237,10318,0.00534758405786029,0.00370322785732378,0.00164435620053651,DEP
67,Bas-Rhin,1982_1990,1986,8,915676,953053,71090,103957,37377,32867,4510,0.00501351653155724,0.00440857339654578,0.000604943135011455,DEP
67,Bas-Rhin,1990_1999,1994.5,9,953053,1026120,75309,118023,73067,42714,30353,0.00824149366084948,0.00481786798732019,0.00342362567352928,DEP
67,Bas-Rhin,1999_2010,2004.5,11,1026120,1095905,89834,145337,69785,55503,14282,0.00599936151121994,0.00477154921483471,0.00122781229638523,DEP
68,Haut-Rhin,2010_2015,2012.5,5,749782,762607,30993,44461,12825,13468,-643,0.00339782534424504,0.00356818025234247,-0.000170354908097432,DEP
68,Haut-Rhin,1968_1975,1971.5,7,585018,635209,48663,70085,50191,21422,28769,0.0118281866080872,0.00504838344560664,0.00677980316248051,DEP
68,Haut-Rhin,1975_1982,1978.5,7,635209,650372,47433,64748,15163,17315,-2152,0.00337574622329173,0.0038548470524498,-0.000479100829158069,DEP
68,Haut-Rhin,1982_1990,1986,8,650372,671319,50934,76333,20947,25399,-4452,0.00397035191661321,0.00481419622523793,-0.000843844308624721,DEP
68,Haut-Rhin,1990_1999,1994.5,9,671319,708025,53991,81623,36706,27632,9074,0.00593252479850581,0.00446595993113694,0.00146656486736887,DEP
68,Haut-Rhin,1999_2010,2004.5,11,708025,749782,64066,99365,41757,35299,6458,0.00522296453578552,0.00441519805418716,0.000807766481598365,DEP
69,Rhône,2010_2015,2012.5,5,1725177,1821995,59777,130824,96818,71047,25771,0.0109803262305366,0.00805758472289174,0.00292274150764484,DEP
69,Rhône,1968_1975,1971.5,7,1326383,1429647,90874,169838,103264,78964,24300,0.0107678276516949,0.00823395125782885,0.00253387639386608,DEP
69,Rhône,1975_1982,1978.5,7,1429647,1445208,88267,155750,15561,67483,-51922,0.00154772437530393,0.00671197763759623,-0.0051642532622923,DEP
69,Rhône,1982_1990,1986,8,1445208,1508966,96229,177335,63758,81106,-17348,0.00541101094991214,0.00688330019924675,-0.00147228924933461,DEP
69,Rhône,1990_1999,1994.5,9,1508966,1578869,106651,200159,69903,93508,-23605,0.00504424847501661,0.00674760148208021,-0.0017033530070636,DEP
69,Rhône,1999_2010,2004.5,11,1578869,1725177,129550,262825,146308,133275,13033,0.00808898465495966,0.00736842435061479,0.000720560304344871,DEP
70,Haute-Saône,2010_2015,2012.5,5,239548,237706,11657,12981,-1842,1324,-3166,-0.00154264856406472,0.00110883099827453,-0.00265147956233925,DEP
70,Haute-Saône,1968_1975,1971.5,7,214396,222254,18611,25808,7858,7197,661,0.00515554427049381,0.00472186970154542,0.000433674568948384,DEP
70,Haute-Saône,1975_1982,1978.5,7,222254,231962,18019,22759,9708,4740,4968,0.00612621657009504,0.00299116878267929,0.00313504778741576,DEP
70,Haute-Saône,1982_1990,1986,8,231962,229650,19654,24657,-2312,5003,-7315,-0.00125136069136433,0.00270785360678882,-0.00395921429815316,DEP
70,Haute-Saône,1990_1999,1994.5,9,229650,229732,21164,23748,82,2584,-2502,3.96676052376588e-05,0.00125001331626964,-0.00121034571103198,DEP
70,Haute-Saône,1999_2010,2004.5,11,229732,239548,25217,30779,9816,5562,4254,0.00381091606885442,0.00215936381163084,0.00165155225722358,DEP
71,Saône-et-Loire,2010_2015,2012.5,5,555663,555408,30470,28494,-255,-1976,1721,-9.17991019160347e-05,-0.000711353040729743,0.000619553938813709,DEP
71,Saône-et-Loire,1968_1975,1971.5,7,550364,569810,47935,61597,19446,13662,5784,0.00497276542131675,0.00349367073876527,0.00147909468255148,DEP
71,Saône-et-Loire,1975_1982,1978.5,7,569810,571852,46918,52843,2042,5925,-3883,0.000511165559811566,0.00148318116644639,-0.000972015606634824,DEP
71,Saône-et-Loire,1982_1990,1986,8,571852,559413,51028,54980,-12439,3952,-16391,-0.00274524951178623,0.000872194394290472,-0.0036174439060767,DEP
71,Saône-et-Loire,1990_1999,1994.5,9,559413,544893,54281,53573,-14520,-708,-13812,-0.0029177987678457,-0.000142272832481733,-0.00277552593536397,DEP
71,Saône-et-Loire,1999_2010,2004.5,11,544893,555663,65616,63904,10770,-1712,12482,0.00178090668566266,-0.000283093059039413,0.00206399974470208,DEP
72,Sarthe,2010_2015,2012.5,5,563518,568445,26423,33764,4927,7341,-2414,0.0017425738215211,0.00259635364801834,-0.000853779826497246,DEP
72,Sarthe,1968_1975,1971.5,7,461839,490385,33391,60162,28546,26771,1775,0.00860458723227486,0.00806955106828383,0.000535036163991028,DEP
72,Sarthe,1975_1982,1978.5,7,490385,504768,33584,50981,14383,17397,-3014,0.00413827064875494,0.00500545744812554,-0.000867186799370603,DEP
72,Sarthe,1982_1990,1986,8,504768,513654,38133,54068,8886,15935,-7049,0.00218375207851018,0.00391605777302045,-0.00173230569451027,DEP
72,Sarthe,1990_1999,1994.5,9,513654,529851,43574,58114,16197,14540,1657,0.00345550631172253,0.00310199801027633,0.000353508301446208,DEP
72,Sarthe,1999_2010,2004.5,11,529851,563518,55472,75389,33667,19917,13750,0.00561602390686367,0.0033223734859953,0.00229365042086837,DEP
73,Savoie,2010_2015,2012.5,5,414959,428204,16894,24337,13245,7443,5802,0.00630378522188302,0.00354239889818613,0.00276138632369689,DEP
73,Savoie,1968_1975,1971.5,7,288921,305118,22042,33266,16197,11224,4973,0.00782262274933321,0.00542082593927986,0.00240179681005335,DEP
73,Savoie,1975_1982,1978.5,7,305118,323675,21726,30136,18557,8410,10147,0.00847014740505947,0.00383865601533384,0.00463149138972563,DEP
73,Savoie,1982_1990,1986,8,323675,348261,24758,35455,24586,10697,13889,0.00919353741197382,0.00399997029593606,0.00519356711603776,DEP
73,Savoie,1990_1999,1994.5,9,348261,373258,27827,40226,24997,12399,12598,0.00773169984538669,0.00383507406420569,0.003896625781181,DEP
73,Savoie,1999_2010,2004.5,11,373258,414959,35311,52690,41701,17379,24322,0.00967466816693485,0.00403194307266398,0.00564272509427087,DEP
74,Haute-Savoie,2010_2015,2012.5,5,738088,793938,24931,48701,55850,23770,32080,0.0146953937508367,0.00625442272976525,0.00844097102107148,DEP
74,Haute-Savoie,1968_1975,1971.5,7,378550,447795,26407,49781,69245,23374,45871,0.0242884703438493,0.00819869601873252,0.0160897743251168,DEP
74,Haute-Savoie,1975_1982,1978.5,7,447795,494505,27711,48574,46710,20863,25847,0.0142754669926883,0.00637613076147413,0.0078993362312142,DEP
74,Haute-Savoie,1982_1990,1986,8,494505,568286,32738,60436,73781,27698,46083,0.017535415239492,0.0065829404765922,0.0109524747628998,DEP
74,Haute-Savoie,1990_1999,1994.5,9,568286,631679,38204,74340,63393,36136,27257,0.0118200377415756,0.00673779256115936,0.00508224518041622,DEP
74,Haute-Savoie,1999_2010,2004.5,11,631679,738088,49938,97632,106409,47694,58715,0.0142535084638775,0.00638862157031994,0.00786488689355758,DEP
75,Paris,2010_2015,2012.5,5,2243833,2206488,69505,148914,-37345,79409,-116754,-0.00335106320800627,0.00712557446203159,-0.0104766376700379,DEP
75,Paris,1968_1975,1971.5,7,2590771,2299830,195077,262006,-290941,66929,-357870,-0.0168732123208307,0.00388156783478739,-0.0207547801556181,DEP
75,Paris,1975_1982,1978.5,7,2299830,2176243,174171,220479,-123587,46308,-169895,-0.00785969431419942,0.00294502434966418,-0.0108047186638636,DEP
75,Paris,1982_1990,1986,8,2176243,2152423,177141,254976,-23820,77835,-101655,-0.00137478052607354,0.00449227717241536,-0.0058670576984889,DEP
75,Paris,1990_1999,1994.5,9,2152423,2125246,168412,274423,-27177,106011,-133188,-0.0014108509172126,0.00550339318484841,-0.00691424410206101,DEP
75,Paris,1999_2010,2004.5,11,2125246,2243833,166231,346283,118587,180052,-61465,0.00494838518421803,0.00751318988749884,-0.00256480470328081,DEP
76,Seine-Maritime,2010_2015,2012.5,5,1250411,1257699,56603,79271,7288,22668,-15380,0.00116298848666663,0.00361726440940712,-0.0024542759227405,DEP
76,Seine-Maritime,1968_1975,1971.5,7,1113977,1172743,77327,147809,58766,70482,-11716,0.00737117064705894,0.0088407386847158,-0.00146956803765685,DEP
76,Seine-Maritime,1975_1982,1978.5,7,1172743,1193108,78408,131084,20365,52676,-32311,0.00246248663297721,0.00636945474484202,-0.0039069681118648,DEP
76,Seine-Maritime,1982_1990,1986,8,1193108,1223429,89036,152135,30321,63099,-32778,0.00314191360586458,0.00653842573188381,-0.00339651212601923,DEP
76,Seine-Maritime,1990_1999,1994.5,9,1223429,1239138,97560,150181,15709,52621,-36912,0.00141860578327679,0.00475195460702834,-0.00333334882375155,DEP
76,Seine-Maritime,1999_2010,2004.5,11,1239138,1250411,120259,176143,11273,55884,-44611,0.000823640886144839,0.00408306105573655,-0.00325942016959171,DEP
77,Seine-et-Marne,2010_2015,2012.5,5,1324865,1390121,42308,98253,65256,55945,9311,0.00966242796844186,0.0082837521866875,0.00137867578175436,DEP
77,Seine-et-Marne,1968_1975,1971.5,7,604340,755762,48073,82037,151422,33964,117458,0.0324569659079284,0.00728010718453645,0.0251768587233919,DEP
77,Seine-et-Marne,1975_1982,1978.5,7,755762,887112,50607,86119,131350,35512,95838,0.0231561395544615,0.0062605316167342,0.0168956079377273,DEP
77,Seine-et-Marne,1982_1990,1986,8,887112,1078166,60492,117975,191054,57483,133571,0.0246803248262419,0.00742564464490074,0.0172546801813412,DEP
77,Seine-et-Marne,1990_1999,1994.5,9,1078166,1193767,70493,148647,115601,78154,37447,0.0113812125289461,0.00769446011701674,0.00368675241192934,DEP
77,Seine-et-Marne,1999_2010,2004.5,11,1193767,1324865,89872,200240,131098,110368,20730,0.00951743397945592,0.00801248038448025,0.00150495359497568,DEP
78,Yvelines,2010_2015,2012.5,5,1408765,1427291,42545,99436,18526,56891,-38365,0.00261637835328954,0.00803456660352991,-0.00541818825024038,DEP
78,Yvelines,1968_1975,1971.5,7,854382,1082255,49627,124610,227873,74983,152890,0.0343516601329803,0.0113036232100831,0.0230480369228972,DEP
78,Yvelines,1975_1982,1978.5,7,1082255,1196111,53143,130983,113856,77840,36016,0.014392392078785,0.00983965534897257,0.00455273672981238,DEP
78,Yvelines,1982_1990,1986,8,1196111,1307150,62144,156777,111039,94633,16406,0.0111585136949011,0.0095098445275045,0.00164866916739656,DEP
78,Yvelines,1990_1999,1994.5,9,1307150,1354304,73447,178259,47154,104812,-57658,0.00394537084613633,0.00876961040686349,-0.00482423956072716,DEP
78,Yvelines,1999_2010,2004.5,11,1354304,1408765,91222,218428,54461,127206,-72745,0.00359059122211103,0.00838663900772765,-0.00479604778561662,DEP
79,Deux-Sèvres,2010_2015,2012.5,5,369270,374435,18747,19799,5165,1052,4113,0.00278189016508645,0.000566611510875305,0.00221527865421115,DEP
79,Deux-Sèvres,1968_1975,1971.5,7,325608,335829,25466,38858,10221,13392,-3171,0.00442517630224293,0.00579805900006235,-0.00137288269781942,DEP
79,Deux-Sèvres,1975_1982,1978.5,7,335829,342812,24943,32899,6983,7956,-973,0.00294433894802948,0.003354598406204,-0.000410259458174522,DEP
79,Deux-Sèvres,1982_1990,1986,8,342812,345965,27986,33637,3153,5651,-2498,0.0011450828481232,0.00205228771796518,-0.000907204869841979,DEP
79,Deux-Sèvres,1990_1999,1994.5,9,345965,344392,31668,33780,-1573,2112,-3685,-0.000506212985581289,0.000679670582039213,-0.0011858835676205,DEP
79,Deux-Sèvres,1999_2010,2004.5,11,344392,369270,38894,44748,24878,5854,19024,0.00636083018350919,0.00149675616585991,0.00486407401764928,DEP
80,Somme,2010_2015,2012.5,5,570741,571879,27441,34184,1138,6743,-5605,0.000398462161090407,0.00236101085433446,-0.00196254869324405,DEP
80,Somme,1968_1975,1971.5,7,511491,538462,42851,68052,26971,25201,1770,0.00736800224373946,0.00688446941323933,0.000483532830500124,DEP
80,Somme,1975_1982,1978.5,7,538462,544570,42539,58277,6108,15738,-9630,0.00161266533442617,0.00415522708467567,-0.00254256175024951,DEP
80,Somme,1982_1990,1986,8,544570,547825,46320,63115,3255,16795,-13540,0.000745202583201765,0.00384506217661249,-0.00309985959341072,DEP
80,Somme,1990_1999,1994.5,9,547825,555551,48723,63480,7726,14757,-7031,0.00155726919351551,0.00297445269074662,-0.00141718349723111,DEP
80,Somme,1999_2010,2004.5,11,555551,570741,59621,78172,15190,18551,-3361,0.0024552913497129,0.00299855890905358,-0.000543267559340688,DEP
81,Tarn,2010_2015,2012.5,5,375379,386543,20127,19530,11164,-597,11761,0.00587859842610961,-0.000314360736329939,0.00619295916243954,DEP
81,Tarn,1968_1975,1971.5,7,332011,338024,28499,31232,6013,2733,3280,0.00256740414917989,0.00116692425406763,0.00140047989511226,DEP
81,Tarn,1975_1982,1978.5,7,338024,339345,27852,27649,1321,-203,1524,0.000557353851319498,-8.56493806342604e-05,0.000643003231953758,DEP
81,Tarn,1982_1990,1986,8,339345,342723,31155,29886,3378,-1269,4647,0.00123892329862652,-0.000465421452325947,0.00170434475095246,DEP
81,Tarn,1990_1999,1994.5,9,342723,343402,34351,30990,679,-3361,4040,0.000219938831417243,-0.00108868101972512,0.00130861985114236,DEP
81,Tarn,1999_2010,2004.5,11,343402,375379,42467,41097,31977,-1370,33347,0.00812688252200045,-0.000348182414083266,0.00847506493608371,DEP
82,Tarn-et-Garonne,2010_2015,2012.5,5,241698,255274,12044,14500,13576,2456,11120,0.0109896403247027,0.00198810817895329,0.00900153214574944,DEP
82,Tarn-et-Garonne,1968_1975,1971.5,7,183572,183314,16222,17700,-258,1478,-1736,-0.000200898625367651,0.00115088437323019,-0.00135178299859784,DEP
82,Tarn-et-Garonne,1975_1982,1978.5,7,183314,190485,15938,14891,7171,-1047,8218,0.00549689879038584,-0.000802573285948121,0.00629947207633396,DEP
82,Tarn-et-Garonne,1982_1990,1986,8,190485,200220,17697,17289,9735,-408,10143,0.00624986323518106,-0.000261935716482165,0.00651179895166323,DEP
82,Tarn-et-Garonne,1990_1999,1994.5,9,200220,206034,19821,20049,5814,228,5586,0.00318555666063336,0.000124923790613073,0.00306063287002029,DEP
82,Tarn-et-Garonne,1999_2010,2004.5,11,206034,241698,24859,28592,35664,3733,31931,0.0146192685055442,0.00153021896958267,0.0130890495359615,DEP
83,Var,2010_2015,2012.5,5,1008183,1048652,53510,55585,40469,2075,38394,0.00790222487563974,0.000405177212606006,0.00749704766303374,DEP
83,Var,1968_1975,1971.5,7,555926,626093,47013,57841,70167,10828,59339,0.0171255216771049,0.00264276866218724,0.0144827530149177,DEP
83,Var,1975_1982,1978.5,7,626093,708331,53118,56112,82238,2994,79244,0.0177867003478818,0.000647551993501277,0.0171391483543805,DEP
