TERR,LIB_TERR,periode,periode_milieu,periode_nb_annees,POPULATION_debut,POPULATION_fin,DECES,NAISSANCES,EVOL_DEMO_TOT,EVOL_DEMO_SN,EVOL_DEMO_SMA,TX_EVOL_DEMO_AN_TOT,TX_EVOL_DEMO_AN_SN,TX_EVOL_DEMO_AN_SMA,NIV_TERR
200055887,CC Mayenne Communauté,1990_1999,1994.5,9,33038,34549,2920,3768,1511,848,663,0.00498127574053564,0.00279558029647533,0.00218569544406031,EPCI
200055887,CC Mayenne Communauté,1999_2010,2004.5,11,34549,36935,3690,5277,2386,1587,799,0.00608946630443064,0.0040502862636762,0.00203918004075443,EPCI
200056232,CA Communauté Paris-Saclay,2010_2015,2012.5,5,291043,309985,8229,21588,18942,13359,5583,0.0126904259496965,0.00895002641019932,0.00374039953949718,EPCI
200056232,CA Communauté Paris-Saclay,1968_1975,1971.5,7,165965,228258,8070,25118,62293,17048,45245,0.0465808534810659,0.012747987577179,0.0338328659038869,EPCI
200056232,CA Communauté Paris-Saclay,1975_1982,1978.5,7,228258,249704,9383,26805,21446,17422,4024,0.012911159652101,0.0104885863778282,0.0024225732742728,EPCI
200056232,CA Communauté Paris-Saclay,1982_1990,1986,8,249704,265903,11203,30790,16199,19587,-3388,0.00788786712555956,0.0095376043822665,-0.00164973725670694,EPCI
200056232,CA Communauté Paris-Saclay,1990_1999,1994.5,9,265903,275108,13312,35617,9205,22305,-13100,0.00378851024433557,0.00918008919064693,-0.00539157894631136,EPCI
200056232,CA Communauté Paris-Saclay,1999_2010,2004.5,11,275108,291043,16938,45050,15935,28112,-12177,0.00513196681855566,0.00905364613763643,-0.00392167931908078,EPCI
200056380,CA Plaine Vallée,2010_2015,2012.5,5,177917,181406,6068,13097,3489,7029,-3540,0.00389164562374011,0.00784017686708778,-0.00394853124334766,EPCI
200056380,CA Plaine Vallée,1968_1975,1971.5,7,117507,137515,7484,14939,20008,7455,12553,0.0227163303087272,0.00846412647198928,0.0142522038367379,EPCI
200056380,CA Plaine Vallée,1975_1982,1978.5,7,137515,143789,7899,13791,6274,5892,382,0.0063937742009661,0.00600448160537014,0.00038929259559596,EPCI
200056380,CA Plaine Vallée,1982_1990,1986,8,143789,158994,9858,17374,15205,7516,7689,0.0126442103217477,0.0062501732836735,0.00639403703807418,EPCI
200056380,CA Plaine Vallée,1990_1999,1994.5,9,158994,166699,11017,20822,7705,9805,-2100,0.00527199557105562,0.00670887950346533,-0.00143688393240971,EPCI
200056380,CA Plaine Vallée,1999_2010,2004.5,11,166699,177917,13210,27167,11218,13957,-2739,0.00593823075440469,0.00738811612045162,-0.00144988536604693,EPCI
200057859,CA Coeur d'Essonne Agglomération,2010_2015,2012.5,5,186716,195819,5587,13726,9103,8139,964,0.0095658666673728,0.00855284947882536,0.00101301718854744,EPCI
200057859,CA Coeur d'Essonne Agglomération,1968_1975,1971.5,7,99375,147012,5336,17509,47637,12173,35464,0.0575393124709893,0.014703403881633,0.0428359085893563,EPCI
200057859,CA Coeur d'Essonne Agglomération,1975_1982,1978.5,7,147012,151630,5964,15718,4618,9754,-5136,0.00442822240130281,0.00935315749292065,-0.00492493509161785,EPCI
200057859,CA Coeur d'Essonne Agglomération,1982_1990,1986,8,151630,165570,7280,18340,13940,11060,2880,0.0110544947477551,0.00877063930489035,0.00228385544286476,EPCI
200057859,CA Coeur d'Essonne Agglomération,1990_1999,1994.5,9,165570,173942,8624,22470,8372,13846,-5474,0.00549591903220348,0.0090894045532596,-0.00359348552105612,EPCI
200057859,CA Coeur d'Essonne Agglomération,1999_2010,2004.5,11,173942,186716,11336,28971,12774,17635,-4861,0.00646323674642213,0.0089227477707182,-0.00245951102429607,EPCI
200057958,CA Paris - Vallée de la Marne,2010_2015,2012.5,5,219786,227844,5572,18152,8058,12580,-4522,0.00722735991933132,0.0112832201272261,-0.00405586020789479,EPCI
200057958,CA Paris - Vallée de la Marne,1968_1975,1971.5,7,69607,97504,4548,9940,27897,5392,22505,0.0493247846890736,0.00953361433284887,0.0397911703562248,EPCI
200057958,CA Paris - Vallée de la Marne,1975_1982,1978.5,7,97504,142784,5584,14843,45280,9259,36021,0.0560033639715445,0.0114517479463898,0.0445516160251547,EPCI
200057958,CA Paris - Vallée de la Marne,1982_1990,1986,8,142784,190975,7147,23947,48191,16800,31391,0.0370199749691103,0.012905637556412,0.0241143374126982,EPCI
200057958,CA Paris - Vallée de la Marne,1990_1999,1994.5,9,190975,205194,8729,28121,14219,19392,-5173,0.00801117954729369,0.0109257186708713,-0.00291453912357763,EPCI
200057958,CA Paris - Vallée de la Marne,1999_2010,2004.5,11,205194,219786,11630,35817,14592,24187,-9595,0.00626485833439006,0.0103843289839564,-0.00411947064956638,EPCI
200058360,CC Entre Beauce et Perche,2010_2015,2012.5,5,20450,21245,1081,1293,795,212,583,0.00765690351867443,0.00204184093831318,0.00561506258036125,EPCI
200058360,CC Entre Beauce et Perche,1968_1975,1971.5,7,14156,15107,1422,1427,951,5,946,0.00933179362948722,4.90630579888918e-05,0.00928273057149833,EPCI
200058360,CC Entre Beauce et Perche,1975_1982,1978.5,7,15107,15569,1422,1177,462,-245,707,0.00431263635797152,-0.00228700412922732,0.00659964048719884,EPCI
200058360,CC Entre Beauce et Perche,1982_1990,1986,8,15569,16845,1548,1470,1276,-78,1354,0.00989515132368846,-0.000604876021353997,0.0105000273450425,EPCI
200058360,CC Entre Beauce et Perche,1990_1999,1994.5,9,16845,17873,1791,1714,1028,-77,1105,0.00660363261441455,-0.000494630069367627,0.00709826268378217,EPCI
200058360,CC Entre Beauce et Perche,1999_2010,2004.5,11,17873,20450,2215,2739,2577,524,2053,0.0123199721795841,0.00250510881726895,0.00981486336231519,EPCI
200058477,CA Val d'Yerres Val de Seine,2010_2015,2012.5,5,168783,176252,6080,12498,7469,6418,1051,0.00869779247512748,0.00747388299710378,0.00122390947802369,EPCI
200058477,CA Val d'Yerres Val de Seine,1968_1975,1971.5,7,118233,158447,6897,18943,40214,12046,28168,0.0427101855936081,0.0127937259576417,0.0299164596359664,EPCI
200058477,CA Val d'Yerres Val de Seine,1975_1982,1978.5,7,158447,157844,7546,17237,-603,9691,-10294,-0.000544558678122975,0.00875177139252032,-0.00929633007064329,EPCI
200058477,CA Val d'Yerres Val de Seine,1982_1990,1986,8,157844,160694,8987,18483,2850,9496,-6646,0.00223934508158763,0.00746134066482671,-0.00522199558323908,EPCI
200058477,CA Val d'Yerres Val de Seine,1990_1999,1994.5,9,160694,161451,10698,20576,757,9878,-9121,0.000522331440792279,0.00681583880072144,-0.00629350735992916,EPCI
200058477,CA Val d'Yerres Val de Seine,1999_2010,2004.5,11,161451,168783,12873,25729,7332,12856,-5524,0.00404563203117103,0.00709365049000747,-0.00304801845883644,EPCI
200058485,CA Val Parisis,2010_2015,2012.5,5,258483,269448,8430,19476,10965,11046,-81,0.00834371518443722,0.0084053513841581,-6.16361997208773e-05,EPCI
200058485,CA Val Parisis,1968_1975,1971.5,7,160739,187864,9704,19790,27125,10086,17039,0.0225266003489042,0.00837615819793724,0.0141504421509669,EPCI
200058485,CA Val Parisis,1975_1982,1978.5,7,187864,212822,10293,21964,24958,11671,13287,0.017979409252054,0.0084076322373877,0.00957177701466629,EPCI
200058485,CA Val Parisis,1982_1990,1986,8,212822,239424,12052,28524,26602,16472,10130,0.0148313975350389,0.00918362454691982,0.0056477729881191,EPCI
200058485,CA Val Parisis,1990_1999,1994.5,9,239424,246721,13809,31117,7297,17308,-10011,0.00334135936150548,0.00792548277770822,-0.00458412341620274,EPCI
200058485,CA Val Parisis,1999_2010,2004.5,11,246721,258483,17473,39142,11762,21669,-9907,0.00424277375235205,0.00781641425265401,-0.00357364050030197,EPCI
200058519,CA Saint-Germain Boucles de Seine,2010_2015,2012.5,5,332043,334326,10816,22782,2283,11966,-9683,0.00137135670158295,0.00718775921644396,-0.00581640251486101,EPCI
200058519,CA Saint-Germain Boucles de Seine,1968_1975,1971.5,7,272744,296249,15255,33727,23505,18472,5033,0.0118795350118033,0.00933583368381324,0.00254370132799004,EPCI
200058519,CA Saint-Germain Boucles de Seine,1975_1982,1978.5,7,296249,302741,15356,30770,6492,15414,-8922,0.00310156243351134,0.00736406089805049,-0.00426249846453915,EPCI
200058519,CA Saint-Germain Boucles de Seine,1982_1990,1986,8,302741,313963,17407,35956,11222,18549,-7327,0.00456005179616525,0.00753737308564153,-0.00297732128947628,EPCI
200058519,CA Saint-Germain Boucles de Seine,1990_1999,1994.5,9,313963,315133,19887,41066,1170,21179,-20009,0.00041337734652136,0.00748283659997938,-0.00706945925345802,EPCI
200058519,CA Saint-Germain Boucles de Seine,1999_2010,2004.5,11,315133,332043,23404,52134,16910,28730,-11820,0.00476309917975271,0.00809248015578328,-0.00332938097603057,EPCI
200058782,CA de Saint-Quentin-en-Yvelines,2010_2015,2012.5,5,225850,228052,4825,18121,2202,13296,-11094,0.00194240623672903,0.0117285346610124,-0.00978612842428333,EPCI
200058782,CA de Saint-Quentin-en-Yvelines,1968_1975,1971.5,7,51393,109484,2740,12339,58091,9599,48492,0.11409174214002,0.0188526042382134,0.0952391379018069,EPCI
200058782,CA de Saint-Quentin-en-Yvelines,1975_1982,1978.5,7,109484,163605,3482,20541,54121,17059,37062,0.0590606824166302,0.0186159934470038,0.0404446889696264,EPCI
200058782,CA de Saint-Quentin-en-Yvelines,1982_1990,1986,8,163605,204010,5234,28803,40405,23569,16836,0.0279733610021973,0.0163173900621405,0.0116559709400568,EPCI
200058782,CA de Saint-Quentin-en-Yvelines,1990_1999,1994.5,9,204010,224259,6946,34022,20249,27076,-6827,0.0105702098354183,0.0141339819992981,-0.00356377216387975,EPCI
200058782,CA de Saint-Quentin-en-Yvelines,1999_2010,2004.5,11,224259,225850,9613,40846,1591,31233,-29642,0.000642881849810317,0.0126204455154781,-0.0119775636656678,EPCI
200059228,CA Grand Paris Sud Seine Essonne Sénart,2010_2015,2012.5,5,323637,346826,7497,30334,23189,22837,352,0.0139363572891911,0.013724808806471,0.00021154848272005,EPCI
200059228,CA Grand Paris Sud Seine Essonne Sénart,1968_1975,1971.5,7,93150,159073,5558,16883,65923,11325,54598,0.0794485433886953,0.0136485711189869,0.0657999722697084,EPCI
200059228,CA Grand Paris Sud Seine Essonne Sénart,1975_1982,1978.5,7,159073,204544,6793,22617,45471,15824,29647,0.036569940145821,0.0127264131615199,0.0238435269843011,EPCI
200059228,CA Grand Paris Sud Seine Essonne Sénart,1982_1990,1986,8,204544,271251,8925,34787,66707,25862,40845,0.035912504368012,0.01392311433531,0.0219893900327019,EPCI
200059228,CA Grand Paris Sud Seine Essonne Sénart,1990_1999,1994.5,9,271251,290802,11188,45106,19551,33918,-14367,0.00776309239175155,0.0134677800492777,-0.00570468765752619,EPCI
200059228,CA Grand Paris Sud Seine Essonne Sénart,1999_2010,2004.5,11,290802,323637,15291,60815,32835,45524,-12689,0.00977289074558052,0.01354959885189,-0.00377670810630946,EPCI
200059392,CC Bièvre Isère,2010_2015,2012.5,5,50794,53896,2196,3241,3102,1045,2057,0.0119261614984383,0.00401767851897744,0.00790848297946085,EPCI
200059392,CC Bièvre Isère,1968_1975,1971.5,7,30374,31844,2824,3044,1470,220,1250,0.00677455876808342,0.00101387954352269,0.00576067922456073,EPCI
200059392,CC Bièvre Isère,1975_1982,1978.5,7,31844,35949,2874,3087,4105,213,3892,0.0174726467407249,0.000906619672539441,0.0165660270681855,EPCI
200059392,CC Bièvre Isère,1982_1990,1986,8,35949,38495,3279,3597,2546,318,2228,0.00859007165240211,0.0010729154695459,0.00751715618285621,EPCI
200059392,CC Bièvre Isère,1990_1999,1994.5,9,38495,41195,3688,3828,2700,140,2560,0.00756049586511365,0.000392025711524411,0.00716847015358924,EPCI
200059392,CC Bièvre Isère,1999_2010,2004.5,11,41195,50794,4556,6479,9599,1923,7676,0.0192243946967792,0.00385128773850467,0.0153731069582745,EPCI
200059400,CC Porte Océane du Limousin,2010_2015,2012.5,5,25400,25699,1551,1157,299,-394,693,0.0023433226215539,-0.00308785656485698,0.00543117918641088,EPCI
200059400,CC Porte Océane du Limousin,1968_1975,1971.5,7,24948,24413,2311,2010,-535,-301,-234,-0.00309204993086254,-0.00173963930689649,-0.00135241062396605,EPCI
200059400,CC Porte Océane du Limousin,1975_1982,1978.5,7,24413,23994,2372,1740,-419,-632,213,-0.00247008405391769,-0.00372575924123145,0.00125567518731376,EPCI
200059400,CC Porte Océane du Limousin,1982_1990,1986,8,23994,24009,2588,1737,15,-851,866,7.81231714912511e-05,-0.00443218792927032,0.00451031110076157,EPCI
200059400,CC Porte Océane du Limousin,1990_1999,1994.5,9,24009,23655,2851,1785,-354,-1066,712,-0.00164911104955523,-0.00496596717182451,0.00331685612226928,EPCI
200059400,CC Porte Océane du Limousin,1999_2010,2004.5,11,23655,25400,3422,2634,1745,-788,2533,0.00649140250151192,-0.00293136112962258,0.0094227636311345,EPCI
200059889,CU Grand Paris Seine et Oise,2010_2015,2012.5,5,398509,408672,12024,33127,10163,21103,-10940,0.0050492639136448,0.0104845632558935,-0.00543529934224875,EPCI
200059889,CU Grand Paris Seine et Oise,1968_1975,1971.5,7,234847,310745,13220,37888,75898,24668,51230,0.040816484077596,0.013265975773092,0.027550508304504,EPCI
200059889,CU Grand Paris Seine et Oise,1975_1982,1978.5,7,310745,333553,14875,41035,22808,26160,-3352,0.0101698121753502,0.0116644285560839,-0.00149461638073368,EPCI
200059889,CU Grand Paris Seine et Oise,1982_1990,1986,8,333553,366365,17279,47987,32812,30708,2104,0.0117975903942551,0.0110410948990243,0.000756495495230792,EPCI
200059889,CU Grand Paris Seine et Oise,1990_1999,1994.5,9,366365,383452,20838,53634,17087,32796,-15709,0.00507777573632007,0.00974604863629384,-0.00466827289997378,EPCI
200059889,CU Grand Paris Seine et Oise,1999_2010,2004.5,11,383452,398509,26418,66425,15057,40007,-24950,0.0035075582873656,0.00931971072608325,-0.00581215243871765,EPCI
200060010,CA Mauges Communauté,2010_2015,2012.5,5,115702,120630,5033,8551,4928,3518,1410,0.00837690947429182,0.00598010704759712,0.0023968024266947,EPCI
200060010,CA Mauges Communauté,1968_1975,1971.5,7,88085,91344,6496,12157,3259,5661,-2402,0.00520354046878713,0.00903873660441974,-0.00383519613563261,EPCI
200060010,CA Mauges Communauté,1975_1982,1978.5,7,91344,97146,6396,11836,5802,5440,362,0.00883629765612759,0.00828498091163979,0.000551316744487796,EPCI
200060010,CA Mauges Communauté,1982_1990,1986,8,97146,100096,7218,12110,2950,4892,-1942,0.00374634054990741,0.0062125755831007,-0.00246623503319329,EPCI
200060010,CA Mauges Communauté,1990_1999,1994.5,9,100096,101125,8177,11196,1029,3019,-1990,0.00113705149743026,0.00333601406291736,-0.0021989625654871,EPCI
200060010,CA Mauges Communauté,1999_2010,2004.5,11,101125,115702,10612,17563,14577,6951,7626,0.0123171060734917,0.00587337616223096,0.00644372991126072,EPCI
200065563,CC Normandie-Cabourg-Pays d'Auge,2010_2015,2012.5,5,30761,31181,1543,1482,420,-61,481,0.00271593771339651,-0.000394457620279017,0.00311039533367553,EPCI
200065563,CC Normandie-Cabourg-Pays d'Auge,1968_1975,1971.5,7,22574,23367,1600,2562,793,962,-169,0.00494446501840717,0.00599820346495296,-0.00105373844654579,EPCI
200065563,CC Normandie-Cabourg-Pays d'Auge,1975_1982,1978.5,7,23367,24017,1686,2077,650,391,259,0.00392728340668791,0.00236241201848457,0.00156487138820334,EPCI
200065563,CC Normandie-Cabourg-Pays d'Auge,1982_1990,1986,8,24017,26063,1843,2637,2046,794,1252,0.0102717422389289,0.00398619908978961,0.00628554314913929,EPCI
200065563,CC Normandie-Cabourg-Pays d'Auge,1990_1999,1994.5,9,26063,28169,2142,2915,2106,773,1333,0.00867131306572366,0.00318277540351586,0.00548853766220781,EPCI
200065563,CC Normandie-Cabourg-Pays d'Auge,1999_2010,2004.5,11,28169,30761,2885,3751,2592,866,1726,0.00803442884814776,0.00268434235435801,0.00535008649378975,EPCI
200065589,CC Val Ès Dunes,2010_2015,2012.5,5,16351,17599,570,1159,1248,589,659,0.0148193384120956,0.00699406276019576,0.00782527565189984,EPCI
200065589,CC Val Ès Dunes,1968_1975,1971.5,7,8248,9046,558,1062,798,504,294,0.0132805454110059,0.0083877128911616,0.00489283251984427,EPCI
200065589,CC Val Ès Dunes,1975_1982,1978.5,7,9046,11276,566,1065,2230,499,1731,0.031979836801205,0.0071560262617943,0.0248238105394107,EPCI
200065589,CC Val Ès Dunes,1982_1990,1986,8,11276,13536,708,1481,2260,773,1487,0.0230972323123375,0.00790007105196323,0.0151971612603743,EPCI
200065589,CC Val Ès Dunes,1990_1999,1994.5,9,13536,14031,881,1497,495,616,-121,0.00399868064693831,0.0049761359161899,-0.000977455269251588,EPCI
200065589,CC Val Ès Dunes,1999_2010,2004.5,11,14031,16351,1061,2095,2320,1034,1286,0.0140081058821833,0.00624326788024892,0.00776483800193434,EPCI
200065597,CU Caen la Mer,2010_2015,2012.5,5,260602,264376,9923,14966,3774,5043,-1269,0.00287973710779887,0.00384804298744826,-0.000968305879649383,EPCI
200065597,CU Caen la Mer,1968_1975,1971.5,7,182789,216842,9911,30286,34053,20375,13678,0.0247054584187938,0.0147820666397358,0.00992339177905798,EPCI
200065597,CU Caen la Mer,1975_1982,1978.5,7,216842,227044,10231,27867,10202,17636,-7434,0.00658945175530734,0.0113910577491276,-0.00480160599382031,EPCI
200065597,CU Caen la Mer,1982_1990,1986,8,227044,240779,12318,30020,13735,17702,-3967,0.00736897688909277,0.00949731553627377,-0.002128338647181,EPCI
200065597,CU Caen la Mer,1990_1999,1994.5,9,240779,256981,14698,30420,16202,15722,480,0.00726209222835128,0.00704694568659047,0.000215146541760808,EPCI
200065597,CU Caen la Mer,1999_2010,2004.5,11,256981,260602,19859,36011,3621,16152,-12531,0.00127282636196657,0.00567762811336208,-0.0044048017513955,EPCI
200065647,CA Pays de Montbéliard Agglomération,2010_2015,2012.5,5,142575,140469,6094,9007,-2106,2913,-5019,-0.00297184593392341,0.00411063020205076,-0.00708247613597417,EPCI
200065647,CA Pays de Montbéliard Agglomération,1968_1975,1971.5,7,140400,160628,7573,20817,20228,13244,6984,0.0194139962337461,0.0127110424223716,0.00670295381137446,EPCI
200065647,CA Pays de Montbéliard Agglomération,1975_1982,1978.5,7,160628,158245,7628,19882,-2383,12254,-14637,-0.00213296022470244,0.0109682310505681,-0.0131011912752705,EPCI
200065647,CA Pays de Montbéliard Agglomération,1982_1990,1986,8,158245,148914,8632,18062,-9331,9430,-18761,-0.00756815455505655,0.00764845112572964,-0.0152166056807862,EPCI
200065647,CA Pays de Montbéliard Agglomération,1990_1999,1994.5,9,148914,144504,9885,16577,-4410,6692,-11102,-0.00333462433524256,0.00506016010236808,-0.00839478443761065,EPCI
200065647,CA Pays de Montbéliard Agglomération,1999_2010,2004.5,11,144504,142575,12695,20349,-1929,7654,-9583,-0.00122098233809509,0.00484468575208907,-0.00606566809018416,EPCI
200065787,CC de Pont-Audemer / Val de Risle,2010_2015,2012.5,5,26590,27878,1466,1684,1288,218,1070,0.00950542066592974,0.00160883672761854,0.0078965839383112,EPCI
200065787,CC de Pont-Audemer / Val de Risle,1968_1975,1971.5,7,21710,22741,1488,2892,1031,1404,-373,0.00665008266143419,0.00905598065630805,-0.00240589799487386,EPCI
200065787,CC de Pont-Audemer / Val de Risle,1975_1982,1978.5,7,22741,23693,1499,2549,952,1050,-98,0.00587579273699967,0.00648065375404376,-0.000604861017044084,EPCI
200065787,CC de Pont-Audemer / Val de Risle,1982_1990,1986,8,23693,24164,1853,2742,471,889,-418,0.00246356415096072,0.00464991195372416,-0.00218634780276344,EPCI
200065787,CC de Pont-Audemer / Val de Risle,1990_1999,1994.5,9,24164,24456,2232,2698,292,466,-174,0.00133552015960747,0.00213134381635987,-0.000795823656752398,EPCI
200065787,CC de Pont-Audemer / Val de Risle,1999_2010,2004.5,11,24456,26590,3101,3332,2134,231,1903,0.00763441472665827,0.000826405717834143,0.00680800900882413,EPCI
200065886,CA Loire Forez Agglomération Lfa,2010_2015,2012.5,5,102972,108187,4813,5954,5215,1141,4074,0.00992979742898048,0.00217255970593801,0.00775723772304247,EPCI
200065886,CA Loire Forez Agglomération Lfa,1968_1975,1971.5,7,71158,73504,7179,7478,2346,299,2047,0.00464462007668343,0.000591961382322397,0.00405265869436103,EPCI
200065886,CA Loire Forez Agglomération Lfa,1975_1982,1978.5,7,73504,79185,7117,6930,5681,-187,5868,0.0106920501174006,-0.000351947433894369,0.011043997551295,EPCI
200065886,CA Loire Forez Agglomération Lfa,1982_1990,1986,8,79185,86083,7651,8177,6898,526,6372,0.01049532610364,0.000800310456728711,0.0096950156469113,EPCI
200065886,CA Loire Forez Agglomération Lfa,1990_1999,1994.5,9,86083,90159,8373,8596,4076,223,3853,0.00515354865743234,0.00028195322635118,0.00487159543108116,EPCI
200065886,CA Loire Forez Agglomération Lfa,1999_2010,2004.5,11,90159,102972,10235,12633,12813,2398,10415,0.0121534721272838,0.00227456693680064,0.00987890519048316,EPCI
200065894,CC de Forez-Est,2010_2015,2012.5,5,60518,63070,2611,3432,2552,821,1731,0.00829509103139503,0.00266860099403422,0.00562649003736081,EPCI
200065894,CC de Forez-Est,1968_1975,1971.5,7,43408,44760,3830,4910,1352,1080,272,0.00439120284588834,0.00350776558695223,0.000883437258936116,EPCI
200065894,CC de Forez-Est,1975_1982,1978.5,7,44760,47856,3484,4345,3096,861,2235,0.00960030703529857,0.00266985282861501,0.00693045420668356,EPCI
200065894,CC de Forez-Est,1982_1990,1986,8,47856,51488,4076,4935,3632,859,2773,0.0091859680097246,0.00217256236793872,0.00701340564178588,EPCI
200065894,CC de Forez-Est,1990_1999,1994.5,9,51488,54444,4804,5318,2956,514,2442,0.00622192958359324,0.00108189167996175,0.0051400379036315,EPCI
200065894,CC de Forez-Est,1999_2010,2004.5,11,54444,60518,5764,7563,6074,1799,4275,0.00966166550915259,0.00286159635346815,0.00680006915568445,EPCI
200065928,CA Lannion-Trégor Communauté,2010_2015,2012.5,5,100953,100135,6475,4342,-818,-2133,1315,-0.00162583418569251,-0.00423949183139624,0.00261365764570373,EPCI
200065928,CA Lannion-Trégor Communauté,1968_1975,1971.5,7,82255,88338,8120,9131,6083,1011,5072,0.0102444311139447,0.00170263354532272,0.00854179756862197,EPCI
200065928,CA Lannion-Trégor Communauté,1975_1982,1978.5,7,88338,91295,8498,8102,2957,-396,3353,0.00471474466549293,-0.000631396309616233,0.00534614097510916,EPCI
200065928,CA Lannion-Trégor Communauté,1982_1990,1986,8,91295,91357,9680,8170,62,-1510,1572,8.48644322832826e-05,-0.00206685956044769,0.00215172399273097,EPCI
200065928,CA Lannion-Trégor Communauté,1990_1999,1994.5,9,91357,93105,10638,8218,1748,-2420,4168,0.00210810563595598,-0.0029185444159116,0.00502665005186758,EPCI
200065928,CA Lannion-Trégor Communauté,1999_2010,2004.5,11,93105,100953,13500,11157,7848,-2343,10191,0.0073841450996095,-0.00220451732522745,0.00958866242483695,EPCI
200066009,CA Mulhouse Alsace Agglomération,2010_2015,2012.5,5,268619,272985,11162,18425,4366,7263,-2897,0.00322977048094719,0.00537284081610615,-0.00214307033515896,EPCI
200066009,CA Mulhouse Alsace Agglomération,1968_1975,1971.5,7,220406,243743,17203,28462,23337,11259,12078,0.0144814390795402,0.00698661021538945,0.0074948288641508,EPCI
200066009,CA Mulhouse Alsace Agglomération,1975_1982,1978.5,7,243743,248488,16810,27612,4745,10802,-6057,0.00275810561042822,0.00627883178163237,-0.00352072617120416,EPCI
200066009,CA Mulhouse Alsace Agglomération,1982_1990,1986,8,248488,253338,18269,32023,4850,13754,-8904,0.00241917284572568,0.0068604749113631,-0.00444130206563742,EPCI
200066009,CA Mulhouse Alsace Agglomération,1990_1999,1994.5,9,253338,261570,19508,32615,8232,13107,-4875,0.00355936048927896,0.00566721792188768,-0.00210785743260871,EPCI
200066009,CA Mulhouse Alsace Agglomération,1999_2010,2004.5,11,261570,268619,23201,39933,7049,16732,-9683,0.00242038665748257,0.00574519925563885,-0.00332481259815629,EPCI
200066017,CC Lieuvin Pays d'Auge,2010_2015,2012.5,5,17402,18509,707,1090,1107,383,724,0.0124107739546679,0.00429388114240092,0.00811689281226702,EPCI
200066017,CC Lieuvin Pays d'Auge,1968_1975,1971.5,7,14574,14142,1080,1656,-432,576,-1008,-0.00428934950190607,0.00571913266920809,-0.0100084821711142,EPCI
200066017,CC Lieuvin Pays d'Auge,1975_1982,1978.5,7,14142,14454,1011,1249,312,238,74,0.00312230708947903,0.00238175989517951,0.000740547194299513,EPCI
200066017,CC Lieuvin Pays d'Auge,1982_1990,1986,8,14454,14720,1156,1372,266,216,50,0.00228209006764035,0.00185312576921171,0.000428964298428638,EPCI
200066017,CC Lieuvin Pays d'Auge,1990_1999,1994.5,9,14720,15143,1172,1491,423,319,104,0.00315287830643718,0.00237770255260865,0.000775175753828526,EPCI
200066017,CC Lieuvin Pays d'Auge,1999_2010,2004.5,11,15143,17402,1473,2155,2259,682,1577,0.0127208451021672,0.00384046762269944,0.00888037747946776,EPCI
200066025,CC Pays Rhin - Brisach,2010_2015,2012.5,5,32353,32935,1012,1702,582,690,-108,0.00357219909775175,0.00423508140455104,-0.000662882306799294,EPCI
200066025,CC Pays Rhin - Brisach,1968_1975,1971.5,7,16471,20416,1275,2403,3945,1128,2817,0.0311492426186009,0.00890655150159234,0.0222426911170085,EPCI
200066025,CC Pays Rhin - Brisach,1975_1982,1978.5,7,20416,23147,1223,2311,2731,1088,1643,0.0180969834356159,0.00720963675501653,0.0108873466805994,EPCI
200066025,CC Pays Rhin - Brisach,1982_1990,1986,8,23147,25131,1377,2785,1984,1408,576,0.0103326369710957,0.00733283914077756,0.00299979783031809,EPCI
200066025,CC Pays Rhin - Brisach,1990_1999,1994.5,9,25131,28136,1478,2818,3005,1340,1665,0.0126288287215746,0.00563149101061894,0.00699733771095562,EPCI
200066025,CC Pays Rhin - Brisach,1999_2010,2004.5,11,28136,32353,1923,3898,4217,1975,2242,0.0127770152890083,0.00598401830585521,0.00679299698315311,EPCI
200066033,CC Sud Alsace Largue,2010_2015,2012.5,5,21670,22166,868,1168,496,300,196,0.004536412065417,0.00274379762021189,0.0017926144452051,EPCI
200066033,CC Sud Alsace Largue,1968_1975,1971.5,7,14508,15354,1211,1556,846,345,501,0.00812940921768357,0.00331518461004826,0.00481422460763531,EPCI
200066033,CC Sud Alsace Largue,1975_1982,1978.5,7,15354,16234,1215,1374,880,159,721,0.00799346161322734,0.00144427317784448,0.00654918843538285,EPCI
200066033,CC Sud Alsace Largue,1982_1990,1986,8,16234,17217,1322,1699,983,377,606,0.00737575026233417,0.00282874654008136,0.0045470037222528,EPCI
200066033,CC Sud Alsace Largue,1990_1999,1994.5,9,17217,18697,1308,1916,1480,608,872,0.00920497596547931,0.00378150363987258,0.00542347232560673,EPCI
200066033,CC Sud Alsace Largue,1999_2010,2004.5,11,18697,21670,1567,2577,2973,1010,1963,0.0135054523089242,0.00458812876959752,0.00891732353932667,EPCI
200066041,CC Sundgau,2010_2015,2012.5,5,47563,47482,1888,2352,-81,464,-545,-0.000340833142532637,0.00195242689055733,-0.00229326003308997,EPCI
200066041,CC Sundgau,1968_1975,1971.5,7,34841,36252,2980,3803,1411,823,588,0.0056874981781081,0.00331737136823739,0.0023701268098707,EPCI
200066041,CC Sundgau,1975_1982,1978.5,7,36252,38076,3023,3241,1824,218,1606,0.00703744873057466,0.000841098587316489,0.00619635014325817,EPCI
200066041,CC Sundgau,1982_1990,1986,8,38076,39895,3151,4004,1819,853,966,0.00585040219318045,0.00274348162220062,0.00310692057097983,EPCI
