TERR,LIB_TERR,AGEREVS,nb_ind_ISO,nb_ind_SORT,nb_ind_ENTR,SM,nb_ind_PRES,nb_ind_AUTO,TM,PS,PE,TR,NIV_TERR
200000628,CC Rhône Lez Provence,50-64 ans,5047.78497841929,105.500965250915,160.704099185865,55.2031339349501,5208.48907760516,5153.28594367021,0.0106551500725704,0.0204725618574498,0.030854264411697,0.051382135568509,EPCI
200000800,CC Coeur de Sologne,< 20 ans,2060.42021000819,86.9607049831057,136.044616732969,49.0839117498631,2196.46482674116,2147.3809149913,0.0225992885881288,0.0404961711152481,0.0619379901178817,0.102676446160877,EPCI
200000800,CC Coeur de Sologne,> 65 ans,2600.54008617539,55.9935858447175,45.6269604494173,-10.3666253953002,2646.16704662481,2656.53367202011,-0.00390994172416705,0.0210776872262034,0.0172426606655897,0.0383278452569744,EPCI
200000800,CC Coeur de Sologne,20-29 ans,739.251716372211,182.036278212061,141.742710626642,-40.2935675854185,880.994426998853,921.287994584272,-0.0447139328474664,0.197588896503752,0.160889452058732,0.359298836809711,EPCI
200000800,CC Coeur de Sologne,30-39 ans,965.654075531158,47.3494236866551,105.951179440583,58.6017557539281,1071.60525497174,1013.00349921781,0.0562232655275507,0.0467416190795153,0.0988714631148175,0.147078537225886,EPCI
200000800,CC Coeur de Sologne,40-49 ans,1368.82588150861,75.1812681167328,50.345173140148,-24.8360949765848,1419.17105464876,1444.00714962535,-0.0173486197537477,0.0520643323242817,0.0354750563543647,0.0876832891990424,EPCI
200000800,CC Coeur de Sologne,50-64 ans,2249.98114382723,31.287684118848,70.6604840051818,39.3727998863338,2320.64162783242,2281.26882794608,0.0171115019575813,0.013715036007842,0.0304486841732568,0.0443068891077688,EPCI
200000925,CC de la Plaine Dijonnaise,< 20 ans,5468.06372367856,367.803175445414,255.04087954225,-112.762295903163,5723.10460322081,5835.86689912398,-0.0195107836160491,0.0630245997386652,0.0445633790091343,0.10776807518927,EPCI
200000925,CC de la Plaine Dijonnaise,> 65 ans,3190.38735592652,58.2931267597044,48.774577727695,-9.51854903200941,3239.16193365422,3248.68048268623,-0.00293427257358648,0.0179436319054386,0.0150577768962204,0.0330056427442615,EPCI
200000925,CC de la Plaine Dijonnaise,20-29 ans,1620.07443061157,315.688854213964,350.320500908844,34.6316466948804,1970.39493152042,1935.76328482554,0.0177318197455283,0.163082364816324,0.177792022961877,0.341004802281579,EPCI
200000925,CC de la Plaine Dijonnaise,30-39 ans,2417.66232227646,210.477796915302,199.509820608769,-10.9679763065328,2617.17214288523,2628.14011919176,-0.00418201081595468,0.0800862158673755,0.0762310653317686,0.156325342339763,EPCI
200000925,CC de la Plaine Dijonnaise,40-49 ans,3457.28034854866,128.729620432419,63.2104186785541,-65.5192017538652,3520.49076722721,3586.00996898108,-0.0184392302726541,0.035897730777641,0.0179550019750058,0.0540181578067025,EPCI
200000925,CC de la Plaine Dijonnaise,50-64 ans,4503.74749946337,88.6079383068546,43.9265109636751,-44.6814273431795,4547.67401042705,4592.35543777023,-0.00977708607973735,0.019294660334453,0.00965911603667259,0.0290008801441378,EPCI
200000933,CC Sauldre et Sologne,< 20 ans,2477.79808818437,257.915766149992,100.68082640589,-157.234939744102,2578.47891459026,2735.71385433436,-0.0591754746510334,0.0942773184196,0.0390465967498086,0.134958067254473,EPCI
200000933,CC Sauldre et Sologne,> 65 ans,3940.96989462029,66.1650802286599,74.1871945054943,8.02211427683434,4015.15708912578,4007.13497484894,0.00199995567672207,0.0165118172070443,0.0184767850569072,0.0349905671882545,EPCI
200000933,CC Sauldre et Sologne,20-29 ans,1156.45442538201,182.639110723675,125.148811640535,-57.4902990831397,1281.60323702254,1339.09353610568,-0.043874056451419,0.136390107038244,0.0976501993950049,0.23489014488068,EPCI
200000933,CC Sauldre et Sologne,30-39 ans,1230.83569435828,99.3871810992087,88.803379103988,-10.5838019952206,1319.63907346226,1330.22287545748,-0.00798819123353597,0.0747146834811632,0.0672936872587438,0.142038010908391,EPCI
200000933,CC Sauldre et Sologne,40-49 ans,1892.88389739408,69.3839070140802,90.5202476022445,21.1363405881643,1983.40414499633,1962.26780440816,0.0107136836813584,0.0353590406254497,0.0456388315163132,0.0810529393557205,EPCI
200000933,CC Sauldre et Sologne,50-64 ans,2690.63640303479,67.8025264502667,44.6420509624148,-23.1604754878519,2735.27845399721,2758.43892948506,-0.00843162247751859,0.0245800353691078,0.0163208432754541,0.0409356978394134,EPCI
200004802,CC du Pays de Fayence,< 20 ans,5511.88966598205,321.74106032188,318.719472522523,-3.02158779935701,5830.60913850457,5833.63072630393,-0.000518094249497263,0.0551527985601051,0.0546631518168045,0.109816077218491,EPCI
200004802,CC du Pays de Fayence,> 65 ans,6303.47859168997,163.330723351664,258.69338420046,95.3626608487962,6562.17197589043,6466.80931504164,0.0146385444447859,0.0252567712135505,0.0394219147487913,0.0647823645039454,EPCI
200004802,CC du Pays de Fayence,20-29 ans,1839.3150984407,202.745549343141,220.360382093998,17.6148327508572,2059.6754805347,2042.06064778385,0.00858896437986037,0.0992847835166753,0.106987913473044,0.206305777944124,EPCI
200004802,CC du Pays de Fayence,30-39 ans,2456.55139900109,124.238875123556,305.72021202918,181.481336905624,2762.27161103027,2580.79027412464,0.067931587096099,0.0481398571473212,0.110677100256319,0.160941084492144,EPCI
200004802,CC du Pays de Fayence,40-49 ans,3846.9644376722,140.123344335608,214.343651264903,74.2203069292948,4061.30808893711,3987.08778200781,0.0184435030581022,0.0351442837471327,0.0527769985854482,0.0880838868476024,EPCI
200004802,CC du Pays de Fayence,50-64 ans,5574.62494431919,105.338294103052,272.841590870594,167.503296767542,5847.46653518979,5679.96323842224,0.0290616902565707,0.0185455943430211,0.0466597951828618,0.0656139126241922,EPCI
200005932,CC des Portes de Sologne,< 20 ans,3325.91613093988,158.269425193237,219.626732025268,61.3573068320309,3545.54286296515,3484.18555613312,0.0174565226916409,0.0454250850430856,0.061944458299848,0.107513728749988,EPCI
200005932,CC des Portes de Sologne,> 65 ans,2901.61841860215,43.8794684680447,44.8878902663342,1.00842179828955,2946.50630886849,2945.4978870702,0.000342301792311908,0.0148971311983151,0.0152342759732872,0.0301314648742327,EPCI
200005932,CC des Portes de Sologne,20-29 ans,1228.67271417623,209.172146519463,194.166440743247,-15.0057057762157,1422.83915491948,1437.84486069569,-0.0104909914512098,0.145476158268045,0.13646408314806,0.281987514217626,EPCI
200005932,CC des Portes de Sologne,30-39 ans,1588.12630672929,117.718981270266,224.233184026725,106.514202756459,1812.35949075602,1705.84528799956,0.0605503144101428,0.0690091780880755,0.123724451561862,0.194390143155875,EPCI
200005932,CC des Portes de Sologne,40-49 ans,2063.10356402335,44.4363429782994,79.9535976594821,35.5172546811827,2143.05716168283,2107.53990700165,0.0167116544369024,0.0210844610015086,0.0373081964816555,0.0585282202136741,EPCI
200005932,CC des Portes de Sologne,50-64 ans,3162.84590927102,81.7926985621014,89.3504226573834,7.55772409528201,3252.19633192841,3244.63860783313,0.00232658645797747,0.0252085697201037,0.027473871051445,0.052685075981249,EPCI
200005957,CC de la Région de Rambervillers,< 20 ans,3281.45876376914,204.891291348208,196.337130025188,-8.55416132301974,3477.79589379433,3486.35005511735,-0.0024566289637731,0.0587695693516099,0.0564544717461787,0.115226884765704,EPCI
200005957,CC de la Région de Rambervillers,> 65 ans,2860.26160813134,24.9706377349154,33.8189376886938,8.84829995377839,2894.08054582003,2885.23224586625,0.00306205954677066,0.00865463699523374,0.0116855551023067,0.0203448325234031,EPCI
200005957,CC de la Région de Rambervillers,20-29 ans,1183.45551838995,128.343508672725,179.162275526296,50.818766853571,1362.61779391625,1311.79902706267,0.0380036249061354,0.0978377830940356,0.131483880752337,0.229961000683853,EPCI
200005957,CC de la Région de Rambervillers,30-39 ans,1229.86811054821,62.0362551011415,65.887056690482,3.85080158934044,1295.75516723869,1291.90436564935,0.00297628149329416,0.0480192317253764,0.0508483842907531,0.0988718261933405,EPCI
200005957,CC de la Région de Rambervillers,40-49 ans,1665.0510506889,52.8114016394307,40.6320964932226,-12.179305146208,1705.68314718212,1717.86245232833,-0.00711502434665958,0.0307425088474645,0.0238215969714827,0.0545887270471966,EPCI
200005957,CC de la Région de Rambervillers,50-64 ans,2610.38784272116,36.1732329599134,34.0572254471706,-2.11600751274278,2644.44506816833,2646.56107568107,-0.000799850710890804,0.0136680136696277,0.012878779694509,0.0265471089988147,EPCI
200006682,"CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay",< 20 ans,10972.5864811662,710.6598495727,449.32988005131,-261.32996952139,11421.9163612175,11683.2463307389,-0.0226209157672252,0.0608272589188621,0.0393392724864442,0.100409570370854,EPCI
200006682,"CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay",> 65 ans,10648.846297809,456.543889700635,174.531355281877,-282.012534418758,10823.3776530909,11105.3901875097,-0.025720782532671,0.0411101169785204,0.0161254056613311,0.057556835803067,EPCI
200006682,"CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay",20-29 ans,4570.28615470213,673.654512456895,796.949119324196,123.294606867301,5367.23527402633,5243.94066715902,0.0232386320895417,0.128463412386749,0.148484103758386,0.277180142885618,EPCI
200006682,"CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay",30-39 ans,5805.50972712017,330.702393124044,309.597957528835,-21.1044355952083,6115.10768464901,6136.21212024422,-0.00344525094949837,0.0538935725564327,0.0506283737743541,0.104527571045389,EPCI
200006682,"CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay",40-49 ans,7186.71319451237,294.571868902912,230.789784283939,-63.7820846189729,7417.5029787963,7481.28506341528,-0.00856205007256484,0.0393745013598555,0.0311142152478638,0.0705240790993716,EPCI
200006682,"CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay",50-64 ans,10318.5042454182,204.511804045624,208.888665774252,4.3768617286278,10527.3929111924,10523.0160494638,0.00041584576687401,0.0194347136870561,0.0198423928446869,0.039277191297569,EPCI
200006716,CC du Nogentais,< 20 ans,3893.12981723527,248.08234971345,246.701573212345,-1.38077650110489,4139.83139044761,4141.21216694872,-0.000333478864477565,0.0599057328415606,0.0595921789910557,0.119497964114407,EPCI
200006716,CC du Nogentais,> 65 ans,3033.21187045765,83.9780376154606,69.4382446318755,-14.5397929835851,3102.65011508953,3117.18990807312,-0.00467529484020136,0.0269403020322787,0.0223803013733864,0.0493312630794409,EPCI
200006716,CC du Nogentais,20-29 ans,1436.04064289913,225.504732965107,249.951003214629,24.446270249522,1685.99164611376,1661.54537586424,0.0146055264446797,0.135719876351745,0.148251626151749,0.284063018905045,EPCI
200006716,CC du Nogentais,30-39 ans,2118.16369277825,145.009734135045,111.663818466866,-33.3459156681788,2229.82751124512,2263.1734269133,-0.0148434937482326,0.0640736288304786,0.0500773346385497,0.114254840421697,EPCI
200006716,CC du Nogentais,40-49 ans,2106.97934393463,86.9827746270252,107.051881455076,20.0691068280505,2214.0312253897,2193.96211856165,0.00910577909814191,0.0396464341344465,0.0483515680481123,0.0880376356957776,EPCI
200006716,CC du Nogentais,50-64 ans,3140.08898810865,103.430914571782,97.8647976282663,-5.56611694351592,3237.95378573692,3243.51990268043,-0.00171754672196318,0.0318884784663437,0.0302242725203051,0.0621141801623825,EPCI
200006930,CC du Haut-Allier,< 20 ans,957.281634651368,44.9126741898984,75.6621703497239,30.7494961598254,1032.94380500109,1002.19430884127,0.0302185841350788,0.0448143376924843,0.0732490673581646,0.118493033686029,EPCI
200006930,CC du Haut-Allier,> 65 ans,1343.36792199115,33.6232702092608,30.0525443514665,-3.57072585779428,1373.42046634261,1376.99119220041,-0.00259650285200274,0.0244179268536434,0.0218815323405626,0.0463027520719995,EPCI
200006930,CC du Haut-Allier,20-29 ans,336.819089790659,85.8473200633307,105.653744652145,19.8064245888147,442.472834442804,422.66640985399,0.0457878306165937,0.203108924820846,0.23878018361329,0.44270576321187,EPCI
200006930,CC du Haut-Allier,30-39 ans,454.068252464453,15.6751953656295,25.367334792037,9.6921394264075,479.43558725649,469.743447830082,0.0204221523403612,0.0333696945386656,0.0529108298722637,0.0864800604322725,EPCI
200006930,CC du Haut-Allier,40-49 ans,614.543816884845,27.6212589339557,35.091755219335,7.47049628537926,649.63557210418,642.165075818801,0.011566020341282,0.0430127080622329,0.0540176011385464,0.0970939506093664,EPCI
200006930,CC du Haut-Allier,50-64 ans,1208.05211782253,26.8615816070331,29.9912352882265,3.12965368119337,1238.04335311076,1234.91369942957,0.00253110233190541,0.0217517885010435,0.024224705227704,0.0459796233313942,EPCI
200006971,CC du Perche,< 20 ans,3408.07149491456,298.861011500678,224.629087500295,-74.231924000383,3632.70058241485,3706.93250641524,-0.0202276934288047,0.0806221885571069,0.0618352882116621,0.142647484599102,EPCI
200006971,CC du Perche,> 65 ans,4983.2767717194,48.2479047282786,149.82678240859,101.578877680311,5133.10355412799,5031.52467644768,0.0199867374145091,0.00958912215101015,0.0291883420680459,0.0389733264500615,EPCI
200006971,CC du Perche,20-29 ans,1338.8450814666,306.170993763618,295.140679878184,-11.0303138854334,1633.98576134478,1645.01607523022,-0.00672784855586102,0.186120365857683,0.180626225062868,0.366765072794157,EPCI
200006971,CC du Perche,30-39 ans,1530.63314058496,153.320592748601,133.065975643699,-20.254617104901,1663.69911622866,1683.95373333356,-0.0121007870380286,0.0910479841064792,0.0799819957501322,0.171096933440844,EPCI
200006971,CC du Perche,40-49 ans,2197.74227385053,142.030805802723,100.793580155927,-41.2372256467965,2298.53585400646,2339.77307965325,-0.0177811466362417,0.0607028121820138,0.0438512107523748,0.104703843332426,EPCI
200006971,CC du Perche,50-64 ans,3703.43813010495,98.7048659843756,95.1736475258962,-3.53121845847943,3798.61177763084,3802.14299608932,-0.000929175736780437,0.0259603245027602,0.0250548497970633,0.0510155949723868,EPCI
200007052,CC de la Marche Berrichonne,< 20 ans,762.069600557673,84.3313677252659,71.1533847371699,-13.177982988096,833.222985294843,846.400968282939,-0.0156915873461145,0.0996352448607729,0.0853953695384335,0.185142337522916,EPCI
200007052,CC de la Marche Berrichonne,> 65 ans,2057.06608693961,39.4844029535405,24.2989658540853,-15.1854370994552,2081.36505279369,2096.55048989315,-0.00726938443072948,0.0188330322326522,0.0116745334132858,0.0305335845858705,EPCI
200007052,CC de la Marche Berrichonne,20-29 ans,268.57295062028,68.4579717637928,45.3454621702646,-23.1125095935282,313.918412790544,337.030922384072,-0.0710117004338849,0.203120744172488,0.144449832576468,0.349653737348176,EPCI
200007052,CC de la Marche Berrichonne,30-39 ans,527.750579242432,42.2733105545913,65.9931920437329,23.7198814891416,593.743771286164,570.023889797023,0.0407639467607549,0.0741605945141074,0.111147594695232,0.186062057262451,EPCI
200007052,CC de la Marche Berrichonne,40-49 ans,573.932769328569,43.806273053663,10.0609546419189,-33.7453184117441,583.993723970488,617.739042382232,-0.0561611022959151,0.0709138811831119,0.0172278471993088,0.0896492618056339,EPCI
200007052,CC de la Marche Berrichonne,50-64 ans,1308.93272058382,32.3162702719424,30.0148650607684,-2.30140521117402,1338.94758564459,1341.24899085576,-0.00171734060953027,0.0240941618538133,0.0224167587906878,0.0465123609807005,EPCI
200007177,CC Pays de Nérondes,< 20 ans,907.434483196818,108.512091629012,121.596395868317,13.0843042393049,1029.03087906514,1015.94657482583,0.0127965266457188,0.106808856211376,0.118165934902543,0.225047456693964,EPCI
200007177,CC Pays de Nérondes,> 65 ans,1201.91188877886,15.0952269784174,25.2738932809055,10.1786663024881,1227.18578205976,1217.00711575728,0.0083288567866954,0.012403565092571,0.0205950017107309,0.0330326794545369,EPCI
200007177,CC Pays de Nérondes,20-29 ans,281.179779643746,62.90365544307,81.7053469516044,18.8016915085343,362.88512659535,344.083435086816,0.0531896113281117,0.182815122812288,0.22515485194496,0.4090959916254,EPCI
200007177,CC Pays de Nérondes,30-39 ans,492.69473525892,74.5833270861547,40.3309042007436,-34.2524228854111,533.025639459664,567.278062345075,-0.0622599430125149,0.131475782401728,0.075664097962769,0.208877296510798,EPCI
200007177,CC Pays de Nérondes,40-49 ans,640.485615805084,34.1343481752994,49.7440446172567,15.6096964419574,690.229660422341,674.619963980384,0.0228738700042335,0.0505978921434526,0.0720688308103409,0.122912284683761,EPCI
200007177,CC Pays de Nérondes,50-64 ans,1096.52604408995,18.9508333422621,25.0678266003073,6.11699325804513,1121.59387069026,1115.47687743221,0.00546875262052306,0.0169889970161338,0.0223501815188058,0.0393538380308386,EPCI
200010650,CA du Grand Dole,< 20 ans,12018.8466404871,642.089923320405,629.091270796507,-12.9986525238978,12647.9379112836,12660.9365638075,-0.00102720115323114,0.050714251673599,0.04973864318509,0.100453395931771,EPCI
200010650,CA du Grand Dole,> 65 ans,11069.8044074135,118.530121296011,156.842914917776,38.3127936217649,11226.6473223313,11188.3345287095,0.00341849874127699,0.0105940809145329,0.0139705925032306,0.0245704447180714,EPCI
200010650,CA du Grand Dole,20-29 ans,4493.20840923375,761.820983428796,695.865819726891,-65.9551637019054,5189.07422896065,5255.02939266255,-0.0126301243441043,0.144969880566702,0.1341021132138,0.279140624407006,EPCI
200010650,CA du Grand Dole,30-39 ans,5648.57611161604,351.935372352956,392.181930396524,40.2465580435677,6040.75804201257,6000.511483969,0.00668476990017162,0.0586508955600183,0.0649226351509128,0.123594493278951,EPCI
200010650,CA du Grand Dole,40-49 ans,6945.8081611147,146.777491046606,304.867694829946,158.090203783341,7250.67585594464,7092.5856521613,0.0220438292495744,0.0206944967949564,0.0420467968623908,0.0629766368857333,EPCI
200010650,CA du Grand Dole,50-64 ans,10506.3614920806,194.682109994566,225.829856183037,31.1477461884707,10732.1913482637,10701.0436020752,0.00290649043512475,0.0181928153210041,0.0210422875305492,0.0392392438334144,EPCI
200010700,CA Caux Seine Agglo,< 20 ans,18428.5210937781,728.802848741878,859.135511773582,130.332663031704,19287.6566055517,19157.32394252,0.00678021740022661,0.0380430404021247,0.0445432811949946,0.082608358119984,EPCI
200010700,CA Caux Seine Agglo,> 65 ans,12614.9224023137,219.524218652929,182.351573094949,-37.1726455579801,12797.2739754087,12834.4466209666,-0.00290051894239491,0.0171042994790527,0.0142492513206607,0.0313576913603458,EPCI
200010700,CA Caux Seine Agglo,20-29 ans,7226.86692409637,820.59502498964,848.366110431824,27.7710854421835,8075.23303452819,8047.46194908601,0.00344496816077061,0.101969419697951,0.105057786791337,0.20703252615244,EPCI
200010700,CA Caux Seine Agglo,30-39 ans,8929.35827259266,344.925996881449,496.427708170842,151.501711289393,9425.7859807635,9274.28426947411,0.0162033307107462,0.0371916567208057,0.0526669828048261,0.0899840154388298,EPCI
200010700,CA Caux Seine Agglo,40-49 ans,10672.4957576712,206.396493288237,291.985117965956,85.5886246777187,10964.4808756372,10878.8922509595,0.00783657580554767,0.0189721975847342,0.0266300904965542,0.0456322939104455,EPCI
200010700,CA Caux Seine Agglo,50-64 ans,14990.3643332866,278.384671167704,202.832422182703,-75.5522489850004,15193.1967554694,15268.7490044544,-0.0049604348704736,0.0182323169426972,0.0133502136151621,0.0315946392356529,EPCI
200011773,CA Annemasse-les Voirons-Agglomération,< 20 ans,19302.3806004113,1104.88074843228,760.987052685691,-343.89369574659,20063.367653097,20407.2613488436,-0.0169947294730754,0.0541415493997626,0.0379291784830661,0.0922084903117519,EPCI
200011773,CA Annemasse-les Voirons-Agglomération,> 65 ans,12158.5644633514,197.114386128862,117.635992842838,-79.4783932860236,12276.2004561942,12355.6788494803,-0.00645329512212363,0.01595334327884,0.00958244313968351,0.0255563430679193,EPCI
200011773,CA Annemasse-les Voirons-Agglomération,20-29 ans,10868.2340658569,1391.04521337993,1803.02921671538,411.984003335447,12671.2632825723,12259.2792792369,0.033050544512943,0.113468759597956,0.142292775117002,0.256237859418935,EPCI
200011773,CA Annemasse-les Voirons-Agglomération,30-39 ans,13550.6481277768,1142.77319000182,969.12355109382,-173.649638908005,14519.7716788706,14693.4213177786,-0.0118884395093629,0.0777744791554504,0.0667450957582275,0.14458513599235,EPCI
200011773,CA Annemasse-les Voirons-Agglomération,40-49 ans,11970.599887294,388.244598566641,361.818880680044,-26.4257178865966,12332.4187679741,12358.8444858606,-0.00214049136449044,0.0314143121560287,0.0293388415920199,0.0607553750114584,EPCI
200011773,CA Annemasse-les Voirons-Agglomération,50-64 ans,13922.8028988179,345.113095074036,328.422886421313,-16.6902086527232,14251.2257852392,14267.915993892,-0.00117045658540372,0.0241880520758447,0.0230452377480032,0.0472339586311259,EPCI
200011781,CC Portes du Berry entre Loire et Val d'Aubois,< 20 ans,1977.42342085296,174.266786708658,104.327361955631,-69.939424753027,2081.75078280859,2151.69020756162,-0.0330414076455147,0.0809906491632658,0.0501152024618805,0.131615935735495,EPCI
200011781,CC Portes du Berry entre Loire et Val d'Aubois,> 65 ans,2188.8142818278,64.9934834137145,29.7587660882063,-35.2347173255082,2218.57304791601,2253.80776524152,-0.0157565819180019,0.028837190294599,0.0134134713824996,0.042372174222358,EPCI
200011781,CC Portes du Berry entre Loire et Val d'Aubois,20-29 ans,659.682448851645,128.103058582807,90.1252875150027,-37.9777710678045,749.807736366648,787.785507434452,-0.0493989827555684,0.162611595889844,0.120197862923799,0.283857056445338,EPCI
200011781,CC Portes du Berry entre Loire et Val d'Aubois,30-39 ans,1122.06782951974,55.1436066193453,79.8360205920912,24.6924139727459,1201.90385011183,1177.21143613909,0.0207576439153203,0.0468425678909478,0.0664246317079879,0.113470438352856,EPCI
200011781,CC Portes du Berry entre Loire et Val d'Aubois,40-49 ans,1245.31334546069,42.0142488098913,49.9193477349772,7.90509892508586,1295.23269319566,1287.32759427058,0.00612190852887433,0.0326367965674637,0.0385408336256659,0.0711957021805403,EPCI
200011781,CC Portes du Berry entre Loire et Val d'Aubois,50-64 ans,2132.68558869313,42.1911597732836,99.9805478161297,57.7893880428461,2232.66613650926,2174.87674846641,0.026222949861628,0.0193993336877753,0.044780787499401,0.0645129094825351,EPCI
200012060,CC Petite Montagne,< 20 ans,1314.00442995521,104.416753154507,95.9041940510329,-8.51255910347373,1409.90862400624,1418.42118310971,-0.00601949537996349,0.0736147728177507,0.0680215670846259,0.141653174040412,EPCI
