TERR,LIB_TERR,nb_ind_ISO,nb_ind_SORT,nb_ind_ENTR,SM,nb_ind_PRES,nb_ind_AUTO,TM,PS,PE,TR,NIV_TERR
200033298,CC des Coëvrons,26341.7887670541,1014.08520006892,1209.77425841306,195.689058344138,27551.5630254672,27355.8739671231,0.00712796185953994,0.0370701079149464,0.0439094601382437,0.0810039433740859,EPCI
200033579,CU d'Arras,100467.250106918,5308.64958295106,5103.98753499793,-204.66204795313,105571.237641916,105775.899689869,-0.00193673830208393,0.0501877043685359,0.0483463834374093,0.0985358708843321,EPCI
200033827,CC de Fium'orbu Castellu,12082.9514862486,431.524050297006,553.766984720617,122.242934423611,12636.7184709692,12514.4755365456,0.00972064661320548,0.0344819923964725,0.0438220560181669,0.0783494441435451,EPCI
200033868,CC des Ballons des Hautes-Vosges,14793.4682986903,469.146594092084,470.148471619828,1.00187752774445,15263.6167703101,15262.6148927824,6.56404327138595e-05,0.0307382841923071,0.0308019048627015,0.0615401911430528,EPCI
200034023,CC Tarn-Agout,28611.7431796232,1960.21885467593,1760.10559772714,-200.113256948783,30371.8487773503,30571.9620342991,-0.00656713960888481,0.0641181894860633,0.0579518754564501,0.122090312465066,EPCI
200034031,CC des Monts d'Alban et du Villefranchois,5875.8930209642,353.98897118439,313.133957747514,-40.8550134368762,6189.02697871172,6229.88199214859,-0.00657948512751616,0.0568211358787399,0.0505950222586838,0.107436640448406,EPCI
200034049,CC Centre Tarn,10128.7760711891,509.521604149527,675.473876515806,165.952272366279,10804.2499477049,10638.2976753386,0.0154787831449596,0.0478950316769841,0.0625192752653133,0.110527489689879,EPCI
200034056,CC du Lautrécois et du Pays d'Agout,13618.6202854417,1462.94972467403,844.632814530132,-618.316910143896,14463.2530999719,15081.5700101158,-0.041856193069085,0.0970024820819566,0.0583985365319905,0.156208925713031,EPCI
200034064,CC du Cordais et du Causse (4 C),4436.73637919094,255.360034453838,216.843492346813,-38.5165421070245,4653.57987153775,4692.09641364478,-0.00824264417719926,0.0544234414517234,0.0465971356101724,0.101052831789033,EPCI
200034098,CC des Montagnes du Giffre,11408.703939971,558.522226296133,497.323622432678,-61.1986038634555,11906.0275624036,11967.2261662671,-0.00512695961421954,0.0466709844483829,0.0417707434176539,0.0884542895349691,EPCI
200034130,CC Gally Mauldre,20356.256831603,1165.33692179465,1156.41156812103,-8.92535367362143,21512.668399724,21521.5937533976,-0.000414802216980685,0.0541473338428143,0.0537549106709543,0.107902325902769,EPCI
200034197,CC de Montaigne Montravel et Gurson,10942.1693099052,460.886719225343,916.786220274983,455.89950104964,11858.9555301802,11403.0560291305,0.0391969112290433,0.0404178246645417,0.0773075013176186,0.11844830667268,EPCI
200034205,CC de la Costa Verde,9233.92860473628,357.910718909678,555.758772474451,197.848053564773,9789.68737721073,9591.83932364595,0.0204161474602543,0.0373140861552331,0.0567698181831826,0.0942825098854306,EPCI
200034270,CC du Pays de Barr,22370.3898878414,1048.89021460316,1316.7277545921,267.837539988946,23687.1176424335,23419.2801024446,0.0113715993075725,0.0447874661396475,0.0555883486741035,0.100437226467926,EPCI
200034379,CC Pays d'Uzès,26384.6355921313,1219.15746010064,1513.24456538753,294.087105286884,27897.8801575188,27603.7930522319,0.0105974140338248,0.0441663019931265,0.0542422777947051,0.0984619694315137,EPCI
200034411,CC du Piémont Cévenol,19841.3995911106,1174.24265024991,1267.273248769,93.0305985190869,21108.6728398796,21015.6422413605,0.0044169548318908,0.055874697368939,0.0600356667793344,0.115919553555245,EPCI
200034601,CC Causses Aigoual Cévennes,5066.40488570446,328.232814347232,380.307335334155,52.0745209869235,5446.71222103862,5394.63770005169,0.00960664887047321,0.060844273998991,0.0698232841943016,0.130710687292368,EPCI
200034635,CC du Kochersberg,23472.5070302713,1152.77994683169,944.500252173593,-208.279694658097,24417.0072824449,24625.286977103,-0.00849388054954414,0.0468128533041488,0.0386820645645897,0.0855294488429022,EPCI
200034692,CA du Gard Rhodanien,69594.7374465484,2896.50394470285,2932.88344454421,36.3794998413564,72527.6208910926,72491.2413912512,0.000501720938487678,0.0399566056410841,0.0404381587112616,0.0803948851549747,EPCI
200034700,CA Durance-Lubéron-Verdon Agglomération,57415.1109093816,2473.10221305163,2866.28480295041,393.182589898781,60281.395712332,59888.2131224333,0.00654379412084818,0.0412953081100568,0.0475484147153554,0.0888641823465326,EPCI
200034718,"CC de Vitry, Champagne et Der",23904.9713508481,1297.26021925272,1042.66913075216,-254.59108850056,24947.6404816002,25202.2315701008,-0.0101532098920649,0.0514740218795447,0.041794298403537,0.0933174604151563,EPCI
200034726,CC Bastides de Lomagne,10220.6440001906,524.904104798627,727.662426022539,202.758321223912,10948.3064262131,10745.5481049892,0.0186926966742849,0.0488485184441093,0.0664634691152164,0.115476623024239,EPCI
200034825,CA du Grand Guéret,27614.5536376158,1211.92525773975,1527.32289030767,315.39763256792,29141.8765279235,28826.4788953556,0.0108817174565301,0.0420420843676129,0.0524099019102014,0.094508396108384,EPCI
200034833,CC des Bastides Dordogne-Périgord,17745.4466643996,887.384138402839,1053.10232386562,165.718185462778,18798.5489882652,18632.8308028024,0.00885450583909944,0.047624762323789,0.0560204047941682,0.103682336750596,EPCI
200034874,CC Côtes de Meuse Woëvre,5691.79171928321,406.874950725343,279.74064892395,-127.134301801393,5971.53236820716,6098.66667000855,-0.0210658169594173,0.0667153941575844,0.0468457058716298,0.113770385637451,EPCI
200034882,CC Pays du Mont-Blanc,41816.4837666738,2060.06816137303,1627.97435940577,-432.093801967259,43444.4581260796,43876.5519280468,-0.00989667439026239,0.0469514597398478,0.0374725437863962,0.084470908398626,EPCI
200034957,CC du Frontonnais,23568.1133481351,1274.2784441821,1482.07927526054,207.80083107844,25050.1926233957,24842.3917923172,0.00832992852593125,0.0512945152316686,0.0591643863798614,0.110491679343616,EPCI
200035087,CA Terre de Provence,54998.9299611707,2637.8462914641,2790.38351848876,152.537227024655,57789.3134796594,57636.7762526348,0.00264302858007981,0.0457667215789765,0.0482854588585987,0.0940555089848831,EPCI
200035103,CC de la Vallée de la Haute-Sarthe,7373.11788948976,409.661720983728,538.712118573115,129.050397589387,7911.83000806287,7782.77961047349,0.0164451873255859,0.0526369422606335,0.068089445554836,0.120853447471131,EPCI
200035111,CC des Sources de l'Orne,11416.3606215878,771.124843029466,633.296482331933,-137.828360697534,12049.6571039197,12187.4854646173,-0.0113733176514341,0.063271857453139,0.0525572202486927,0.115890008188055,EPCI
200035129,CC de Cèze Cévennes,18207.2534326207,789.721510959832,1086.14412436025,296.422613400415,19293.397556981,18996.9749435805,0.0154828795878686,0.0415709087002136,0.0562961562966003,0.0979810596145321,EPCI
200035137,CC Marche Occitane - Val d'Anglin,6737.73624058458,281.259421132553,188.908125961799,-92.3512951707543,6926.64436654638,7018.99566171714,-0.0132444685197075,0.0400711775142692,0.0272726757669512,0.0674286079579663,EPCI
200035202,CC Charlieu-Belmont,22012.3712631142,1044.57934398301,1181.07971466049,136.500370677471,23193.4509777747,23056.9506070972,0.00590266747963198,0.0453043145983701,0.0509229832072969,0.0962438803719054,EPCI
200035319,CA Var Esterel Méditerranée (Cavem),105869.940780406,4364.94617252785,4258.72861899515,-106.217553532698,110128.669399401,110234.886952933,-0.000964021050403353,0.0395967764215292,0.038670481012988,0.0782677039186535,EPCI
200035327,CC Cazals-Salviac,4931.42787516066,197.717883883958,276.145063796106,78.4271799121476,5207.57293895677,5129.14575904462,0.0151744827741731,0.0385479167823038,0.0530275940506416,0.0916853716395874,EPCI
200035442,CC du Sud-Artois,25981.063453901,1250.07027820584,1221.75076034991,-28.3195178559354,27202.8142142509,27231.1337321069,-0.0010405094219454,0.0459059211600855,0.0449126605331099,0.0908190984417158,EPCI
200035459,CA d'Agen,90981.3083259496,5080.56325146338,4642.31937604731,-438.243875416071,95623.6277019969,96061.8715774129,-0.00457253028594788,0.0528884474978101,0.0485478274314661,0.101446198737633,EPCI
200035533,CC du Grand Saint-Émilionnais,13911.6272828026,977.179186322057,717.656611416328,-259.522574905729,14629.283894219,14888.8064691247,-0.0175839677778079,0.0656318012023635,0.049056168203826,0.114833702104461,EPCI
200035541,CC des Landes d'Armagnac,10254.6315695122,510.673316494597,628.444244006267,117.77092751167,10883.0758135185,10765.3048860068,0.0108803451996068,0.0474369580705876,0.0577450947484572,0.105238130861755,EPCI
200035632,CC Armagnac Adour,6324.13133268583,402.032026976637,427.149492141152,25.1174651645154,6751.28082482698,6726.16335966246,0.00372733358353238,0.059771374181553,0.0632694007587959,0.123047294096318,EPCI
200035665,CA Seine Eure,67331.2300590459,3190.17783057516,2434.29727969566,-755.880550879503,69765.5273387415,70521.407889621,-0.0107762073445979,0.0452370127886326,0.0348925518454996,0.0801853016621279,EPCI
200035707,CC Piège Lauragais Malepère,14454.211542407,1089.70665910589,1100.82689655129,11.1202374453958,15555.0384389583,15543.9182015129,0.000715151802290645,0.070105017601021,0.0707697959649022,0.140875051274646,EPCI
200035715,CA Carcassonne Agglo,104649.299984082,4524.30245273233,5013.56049443309,489.258041700759,109662.860478515,109173.602436814,0.00447144900061795,0.041441359007557,0.0457179438194148,0.0871688640924134,EPCI
200035723,CC Ventoux Sud,8523.69917536409,456.55454471865,712.592125439694,256.037580721044,9236.29130080378,8980.25372008274,0.028110443602503,0.0508398269079689,0.0771513264612693,0.128360967331383,EPCI
200035731,CA Roannais Agglomération,96048.3814509165,3648.54892130972,3058.51926330361,-590.029658006108,99106.9007142202,99696.9303722262,-0.00593579766327082,0.0365964017917862,0.0308608103094961,0.0674742347565413,EPCI
200035756,CC Astarac Arros en Gascogne,6861.49706010138,441.787451319882,447.374165296784,5.58671397690222,7308.87122539816,7303.28451142126,0.000764666634756011,0.0604916117712505,0.0612097479214258,0.121701634260053,EPCI
200035764,CC de la Beauce Loirétaine,15527.5477502343,956.963301386454,808.937158122561,-148.026143263893,16336.4849083568,16484.5110516207,-0.00902021032173422,0.058052270909932,0.0495172102603758,0.107607975191392,EPCI
200035772,CC du Pays du Saintois,13641.928278391,856.786680873008,641.238648444897,-215.548032428111,14283.1669268359,14498.714959264,-0.0149780360631811,0.0590939737266553,0.0448947107969528,0.104095023059724,EPCI
200035814,CA Flers Agglo,51680.8544175043,2305.62736441136,2149.09717909922,-156.530185312146,53829.9515966035,53986.4817819157,-0.00290364243014057,0.0427074943265464,0.0399238177883634,0.0826353535155638,EPCI
200035848,CC du Châtillonnais en Berry,5689.7024208781,280.124952793553,301.17098767419,21.0460348806367,5990.87340855229,5969.82737367166,0.00351919762292114,0.0469234594670141,0.050271632721241,0.0972009836299337,EPCI
200035855,CC Castelnaudary Lauragais Audois,23864.3720957107,1467.70527330235,1489.43285694609,21.7275836437352,25353.8049526568,25332.077369013,0.000857342622777862,0.0579386069260035,0.0587459302352176,0.116684883237563,EPCI
200035863,"CC Région Lézignanaise, Corbières et Minervois",30365.520058318,1771.4547826171,2252.76361761631,481.308834999208,32618.2836759343,32136.9748409351,0.014865474898037,0.0551220141716847,0.0690644437333896,0.124290088323408,EPCI
200035970,CC Vexin Centre,23010.8385995721,1436.1467783925,1532.25555147757,96.1087730850716,24543.0941510497,24446.9853779646,0.0039236014315164,0.0587453526964095,0.0624312298216089,0.121183813474401,EPCI
200036069,CC du Pays de Mortagne-au-Perche,13416.2482093874,713.882132687926,538.075462970034,-175.806669717892,13954.3236723575,14130.1303420753,-0.0125198566885113,0.0505219778873657,0.0385597665357243,0.0891566270089901,EPCI
200036077,CC du Golfe de Saint-Tropez,55151.5148425694,2347.41605385426,1615.30060055997,-732.115453294287,56766.8154431294,57498.9308964237,-0.0128142593340042,0.0408253860942701,0.0284550152752222,0.0693596599393589,EPCI
200036135,CC Coeur de France,17760.8166106415,1038.89130411976,829.48570755393,-209.405596565826,18590.3023181954,18799.7079147612,-0.011201152139897,0.055261034311285,0.0446192694102702,0.0999399037354018,EPCI
200036150,CC des Hauts du Val de Saône,8090.34745363629,390.12552167738,535.963315296265,145.837793618885,8626.31076893255,8480.47297531367,0.0170502878623151,0.0460028022980582,0.0621312319545134,0.108271531436776,EPCI
200036465,CC de Thann-Cernay,35799.2917811078,1707.81521077899,1650.05573683693,-57.7594739420631,37449.3475179448,37507.1069918868,-0.00154114743873023,0.0455331095290396,0.04406100095726,0.0895952448544771,EPCI
200036473,CA de Saintes,55473.6559161569,3341.53086929553,3385.52710888649,43.9962395909624,58859.1830250434,58815.1867854525,0.000747762484928782,0.0568140824152246,0.057519097868654,0.114333443875932,EPCI
200036499,CC de Marana-Golo,21323.2579647311,1050.01962479068,1517.82923847747,467.809613686786,22841.0872032085,22373.2775895217,0.0206929640980825,0.0469318641664932,0.0664517071789935,0.113585533050816,EPCI
200036523,CC des Bastides en Haut-Agenais Périgord,16136.2088272891,867.030304554829,842.880526412101,-24.1497781427278,16979.0893537012,17003.239131844,-0.00142131391337708,0.0509920667369219,0.0496422693145415,0.100635295294392,EPCI
200036549,CC Val de Gray,19457.2936932975,1124.06543700441,950.175365843667,-173.89007116074,20407.4690591412,20581.3591303019,-0.00848475444855613,0.054615704914718,0.046560176722064,0.101210056226116,EPCI
